studyid,workflowid,groupid,numerator,denominator,metric,score,flag,snapshot_date
AA-AA-000-0000,kri0001,114,6,3928,0.00152749490835031,-3.11605527484279,0,2011-03-01
AA-AA-000-0000,kri0001,28,0,986,0,-2.94118500410845,0,2011-03-01
AA-AA-000-0000,kri0001,67,5,3367,0.00148500148500149,-2.93882884615712,0,2011-03-01
AA-AA-000-0000,kri0001,179,1,1601,0.000624609618988132,-2.85137114521476,0,2011-03-01
AA-AA-000-0000,kri0001,26,0,925,0,-2.84902527209065,0,2011-03-01
AA-AA-000-0000,kri0001,52,0,856,0,-2.74102347605011,0,2011-03-01
AA-AA-000-0000,kri0001,23,1,1514,0.000660501981505945,-2.73528279533317,0,2011-03-01
AA-AA-000-0000,kri0001,9,0,850,0,-2.73142897499267,0,2011-03-01
AA-AA-000-0000,kri0001,109,0,848,0,-2.72822326470937,0,2011-03-01
AA-AA-000-0000,kri0001,101,0,827,0,-2.69433164132745,0,2011-03-01
AA-AA-000-0000,kri0001,77,15,6410,0.00234009360374415,-2.6906541286121,0,2011-03-01
AA-AA-000-0000,kri0001,177,3,2268,0.00132275132275132,-2.58268487552698,0,2011-03-01
AA-AA-000-0000,kri0001,11,7,3704,0.00188984881209503,-2.57574228365134,0,2011-03-01
AA-AA-000-0000,kri0001,158,0,708,0,-2.49353807892013,0,2011-03-01
AA-AA-000-0000,kri0001,32,1,1338,0.000747384155455904,-2.48805073877254,0,2011-03-01
AA-AA-000-0000,kri0001,106,2,1766,0.00113250283125708,-2.46113478821861,0,2011-03-01
AA-AA-000-0000,kri0001,18,0,677,0,-2.43850044915251,0,2011-03-01
AA-AA-000-0000,kri0001,30,9,4136,0.00217601547388781,-2.36412305038976,0,2011-03-01
AA-AA-000-0000,kri0001,63,6,3036,0.00197628458498024,-2.24021578026836,0,2011-03-01
AA-AA-000-0000,kri0001,152,2,1598,0.00125156445556946,-2.23353458140095,0,2011-03-01
AA-AA-000-0000,kri0001,17,12,4865,0.00246659815005139,-2.18541274307416,0,2011-03-01
AA-AA-000-0000,kri0001,58,17,6275,0.00270916334661355,-2.13338072503594,0,2011-03-01
AA-AA-000-0000,kri0001,147,2,1514,0.00132100396301189,-2.11430047230672,0,2011-03-01
AA-AA-000-0000,kri0001,34,5,2530,0.00197628458498024,-2.04664704278904,0,2011-03-01
AA-AA-000-0000,kri0001,69,14,5226,0.00267891312667432,-1.98809218204287,0,2011-03-01
AA-AA-000-0000,kri0001,155,2,1344,0.00148809523809524,-1.86008055774456,0,2011-03-01
AA-AA-000-0000,kri0001,164,2,1333,0.00150037509377344,-1.84297147393776,0,2011-03-01
AA-AA-000-0000,kri0001,115,0,385,0,-1.84045877231331,0,2011-03-01
AA-AA-000-0000,kri0001,148,2,1328,0.00150602409638554,-1.83516606166533,0,2011-03-01
AA-AA-000-0000,kri0001,7,10,3807,0.0026267402153927,-1.75775136602468,0,2011-03-01
AA-AA-000-0000,kri0001,35,5,2208,0.00226449275362319,-1.65433331269314,0,2011-03-01
AA-AA-000-0000,kri0001,96,3,1526,0.00196592398427261,-1.60089345179552,0,2011-03-01
AA-AA-000-0000,kri0001,27,3,1521,0.0019723865877712,-1.59336555464494,0,2011-03-01
AA-AA-000-0000,kri0001,131,15,4991,0.00300540973752755,-1.54164024207175,0,2011-03-01
AA-AA-000-0000,kri0001,113,8,2998,0.00266844563042028,-1.52156846578504,0,2011-03-01
AA-AA-000-0000,kri0001,168,1,757,0.00132100396301189,-1.49825538077095,0,2011-03-01
AA-AA-000-0000,kri0001,180,1,757,0.00132100396301189,-1.49825538077095,0,2011-03-01
AA-AA-000-0000,kri0001,80,4,1766,0.00226500566251416,-1.48079694767434,0,2011-03-01
AA-AA-000-0000,kri0001,29,6,2338,0.00256629597946963,-1.43418654286227,0,2011-03-01
AA-AA-000-0000,kri0001,89,0,232,0,-1.42978013701725,0,2011-03-01
AA-AA-000-0000,kri0001,104,7,2553,0.0027418723070897,-1.33997436590706,0,2011-03-01
AA-AA-000-0000,kri0001,6,1,674,0.00148367952522255,-1.32273591775472,0,2011-03-01
AA-AA-000-0000,kri0001,123,1,673,0.00148588410104012,-1.3205430200683,0,2011-03-01
AA-AA-000-0000,kri0001,16,1,670,0.00149253731343284,-1.31395235083784,0,2011-03-01
AA-AA-000-0000,kri0001,33,1,670,0.00149253731343284,-1.31395235083784,0,2011-03-01
AA-AA-000-0000,kri0001,3,2,917,0.00218102508178844,-1.11846180745023,0,2011-03-01
AA-AA-000-0000,kri0001,13,13,3857,0.00337049520352606,-0.977645457480313,0,2011-03-01
AA-AA-000-0000,kri0001,36,2,840,0.00238095238095238,-0.962791192943717,0,2011-03-01
AA-AA-000-0000,kri0001,160,7,2198,0.00318471337579618,-0.887854897715119,0,2011-03-01
AA-AA-000-0000,kri0001,107,4,1349,0.00296515937731653,-0.835791071256916,0,2011-03-01
AA-AA-000-0000,kri0001,84,7,2126,0.0032925682031985,-0.790477762565664,0,2011-03-01
AA-AA-000-0000,kri0001,126,2,754,0.0026525198938992,-0.777803420887918,0,2011-03-01
AA-AA-000-0000,kri0001,118,17,4633,0.00366932872868552,-0.738546430730759,0,2011-03-01
AA-AA-000-0000,kri0001,50,7,2084,0.00335892514395393,-0.73267832697015,0,2011-03-01
AA-AA-000-0000,kri0001,188,2,687,0.00291120815138282,-0.624088986617702,0,2011-03-01
AA-AA-000-0000,kri0001,41,2,674,0.0029673590504451,-0.593157635916302,0,2011-03-01
AA-AA-000-0000,kri0001,76,25,6426,0.00389044506691566,-0.58331018525247,0,2011-03-01
AA-AA-000-0000,kri0001,72,2,667,0.00299850074962519,-0.576342399035093,0,2011-03-01
AA-AA-000-0000,kri0001,142,10,2693,0.00371333085777943,-0.53197238822498,0,2011-03-01
AA-AA-000-0000,kri0001,57,5,1356,0.00368731563421829,-0.397667195305567,0,2011-03-01
AA-AA-000-0000,kri0001,53,2,567,0.00352733686067019,-0.322495719399638,0,2011-03-01
AA-AA-000-0000,kri0001,128,8,2019,0.00396235760277365,-0.286438064967374,0,2011-03-01
AA-AA-000-0000,kri0001,137,3,760,0.00394736842105263,-0.187451476258082,0,2011-03-01
AA-AA-000-0000,kri0001,157,12,2817,0.00425985090521832,-0.0911484651124848,0,2011-03-01
AA-AA-000-0000,kri0001,121,13,3026,0.00429610046265697,-0.0633157928837268,0,2011-03-01
AA-AA-000-0000,kri0001,185,4,922,0.00433839479392625,-0.0225895027881056,0,2011-03-01
AA-AA-000-0000,kri0001,46,3,673,0.00445765230312036,0.0257455170996388,0,2011-03-01
AA-AA-000-0000,kri0001,166,31,7018,0.00441721288116272,0.0711837604717181,0,2011-03-01
AA-AA-000-0000,kri0001,5,66,14974,0.00440763990917591,0.104683205560522,0,2011-03-01
AA-AA-000-0000,kri0001,130,7,1525,0.00459016393442623,0.122460318119595,0,2011-03-01
AA-AA-000-0000,kri0001,49,13,2717,0.00478468899521531,0.31928834901704,0,2011-03-01
AA-AA-000-0000,kri0001,48,3,531,0.00564971751412429,0.417572181402864,0,2011-03-01
AA-AA-000-0000,kri0001,124,4,673,0.00594353640416048,0.576126378927982,0,2011-03-01
AA-AA-000-0000,kri0001,42,4,672,0.00595238095238095,0.578813208883134,0,2011-03-01
AA-AA-000-0000,kri0001,65,5,847,0.00590318772136954,0.631707623532165,0,2011-03-01
AA-AA-000-0000,kri0001,8,56,11791,0.00474938512424731,0.640820835835266,0,2011-03-01
AA-AA-000-0000,kri0001,135,13,2362,0.00550381033022862,0.796934892868703,0,2011-03-01
AA-AA-000-0000,kri0001,98,8,1346,0.00594353640416048,0.820088074873026,0,2011-03-01
AA-AA-000-0000,kri0001,71,20,3784,0.00528541226215645,0.825323690737634,0,2011-03-01
AA-AA-000-0000,kri0001,138,17,3119,0.00545046489259378,0.87721194778511,0,2011-03-01
AA-AA-000-0000,kri0001,174,20,3734,0.00535618639528656,0.880922180414749,0,2011-03-01
AA-AA-000-0000,kri0001,139,124,25913,0.00478524292825995,1.06030907673,0,2011-03-01
AA-AA-000-0000,kri0001,170,49,9603,0.00510257211288139,1.07754461422294,0,2011-03-01
AA-AA-000-0000,kri0001,4,22,3929,0.00559938915754645,1.11803022852781,0,2011-03-01
AA-AA-000-0000,kri0001,189,60,11808,0.00508130081300813,1.16619430423654,0,2011-03-01
AA-AA-000-0000,kri0001,70,9,1347,0.0066815144766147,1.18210406425288,0,2011-03-01
AA-AA-000-0000,kri0001,68,9,1345,0.00669144981412639,1.18598393234298,0,2011-03-01
AA-AA-000-0000,kri0001,12,5,624,0.00801282051282051,1.22190875383712,0,2011-03-01
AA-AA-000-0000,kri0001,186,12,1880,0.00638297872340426,1.22878916311186,0,2011-03-01
AA-AA-000-0000,kri0001,40,6,783,0.00766283524904215,1.24887548720014,0,2011-03-01
AA-AA-000-0000,kri0001,94,61,11837,0.00515333277012757,1.28018159558853,0,2011-03-01
AA-AA-000-0000,kri0001,136,6,757,0.00792602377807133,1.31761743174315,0,2011-03-01
AA-AA-000-0000,kri0001,87,6,750,0.008,1.33640679300334,0,2011-03-01
AA-AA-000-0000,kri0001,181,6,743,0.00807537012113055,1.35531954512201,0,2011-03-01
AA-AA-000-0000,kri0001,163,15,2282,0.00657318141980719,1.47603421466441,0,2011-03-01
AA-AA-000-0000,kri0001,151,7,862,0.00812064965197216,1.47707224925451,0,2011-03-01
AA-AA-000-0000,kri0001,111,7,840,0.00833333333333333,1.53299834327903,0,2011-03-01
AA-AA-000-0000,kri0001,165,3,219,0.0136986301369863,1.65388053402385,0,2011-03-01
AA-AA-000-0000,kri0001,75,20,3080,0.00649350649350649,1.65998245030055,0,2011-03-01
AA-AA-000-0000,kri0001,122,27,4384,0.00615875912408759,1.68953575444143,0,2011-03-01
AA-AA-000-0000,kri0001,97,11,1429,0.00769769069279216,1.70858702587077,0,2011-03-01
AA-AA-000-0000,kri0001,112,12,1596,0.0075187969924812,1.71717348301016,0,2011-03-01
AA-AA-000-0000,kri0001,105,7,757,0.00924702774108322,1.75379323992559,0,2011-03-01
AA-AA-000-0000,kri0001,56,48,8398,0.00571564658251965,1.79674490019047,0,2011-03-01
AA-AA-000-0000,kri0001,39,15,2040,0.00735294117647059,1.84928114391978,0,2011-03-01
AA-AA-000-0000,kri0001,162,11,1346,0.00817236255572066,1.87256142453124,0,2011-03-01
AA-AA-000-0000,kri0001,103,8,841,0.00951248513674197,1.93875508430464,0,2011-03-01
AA-AA-000-0000,kri0001,116,9,982,0.00916496945010183,1.96925660017545,0,2011-03-01
AA-AA-000-0000,kri0001,20,7,675,0.0103703703703704,1.98950678186229,0,2011-03-01
AA-AA-000-0000,kri0001,60,17,2298,0.00739773716275022,1.99116102507045,0,2011-03-01
AA-AA-000-0000,kri0001,62,63,11111,0.00567005670056701,2.00627310024334,0,2011-03-01
AA-AA-000-0000,kri0001,59,24,3511,0.00683565935630874,2.03978072142985,0,2011-03-01
AA-AA-000-0000,kri0001,182,4,234,0.0170940170940171,2.21553119081059,0,2011-03-01
AA-AA-000-0000,kri0001,146,34,5147,0.00660578978045463,2.25996974531916,0,2011-03-01
AA-AA-000-0000,kri0001,44,9,841,0.0107015457788347,2.32937101602053,0,2011-03-01
AA-AA-000-0000,kri0001,47,15,1682,0.0089179548156956,2.46291646785673,0,2011-03-01
AA-AA-000-0000,kri0001,64,13,1350,0.00962962962962963,2.51005631214553,0,2011-03-01
AA-AA-000-0000,kri0001,134,24,3106,0.0077269800386349,2.54881281007314,0,2011-03-01
AA-AA-000-0000,kri0001,31,10,841,0.0118906064209275,2.70478263937979,0,2011-03-01
AA-AA-000-0000,kri0001,119,15,1514,0.00990752972258917,2.78315632451102,0,2011-03-01
AA-AA-000-0000,kri0001,171,9,671,0.0134128166915052,2.82672846551482,0,2011-03-01
AA-AA-000-0000,kri0001,15,12,942,0.0127388535031847,3.13820050495974,0,2011-03-01
AA-AA-000-0000,kri0001,22,11,673,0.0163447251114413,3.5809643992045,0,2011-03-01
AA-AA-000-0000,kri0001,133,12,762,0.015748031496063,3.65339363068339,0,2011-03-01
AA-AA-000-0000,kri0001,190,24,2197,0.0109239872553482,3.89083571434248,0,2011-03-01
AA-AA-000-0000,kri0001,86,60,7908,0.00758725341426404,3.92991966364853,0,2011-03-01
AA-AA-000-0000,kri0001,25,23,1513,0.0152015862524785,4.94833300842388,0,2011-03-01
AA-AA-000-0000,kri0002,8,0,11791,0,-1.81382789503158,0,2011-03-01
AA-AA-000-0000,kri0002,173,0,10191,0,-1.63317504823685,0,2011-03-01
AA-AA-000-0000,kri0002,170,0,9603,0,-1.56482117844276,0,2011-03-01
AA-AA-000-0000,kri0002,86,0,7908,0,-1.36078346783507,0,2011-03-01
AA-AA-000-0000,kri0002,61,0,7450,0,-1.30361302597067,0,2011-03-01
AA-AA-000-0000,kri0002,166,0,7018,0,-1.24877720410799,0,2011-03-01
AA-AA-000-0000,kri0002,54,0,6439,0,-1.17376854250541,0,2011-03-01
AA-AA-000-0000,kri0002,76,0,6426,0,-1.17206320538738,0,2011-03-01
AA-AA-000-0000,kri0002,77,0,6410,0,-1.16996299943487,0,2011-03-01
AA-AA-000-0000,kri0002,141,0,6361,0,-1.16352194515996,0,2011-03-01
AA-AA-000-0000,kri0002,69,0,5226,0,-1.01010881701025,0,2011-03-01
AA-AA-000-0000,kri0002,131,0,4991,0,-0.977221292244947,0,2011-03-01
AA-AA-000-0000,kri0002,17,0,4865,0,-0.959409490683154,0,2011-03-01
AA-AA-000-0000,kri0002,118,0,4633,0,-0.926270052695423,0,2011-03-01
AA-AA-000-0000,kri0002,85,0,4626,0,-0.925263016173832,0,2011-03-01
AA-AA-000-0000,kri0002,122,0,4384,0,-0.890179491199227,0,2011-03-01
AA-AA-000-0000,kri0002,91,0,4248,0,-0.870225164639958,0,2011-03-01
AA-AA-000-0000,kri0002,30,0,4136,0,-0.8536572968325,0,2011-03-01
AA-AA-000-0000,kri0002,4,0,3929,0,-0.822700328816702,0,2011-03-01
AA-AA-000-0000,kri0002,13,0,3857,0,-0.811826167116527,0,2011-03-01
AA-AA-000-0000,kri0002,7,0,3807,0,-0.804241147995963,0,2011-03-01
AA-AA-000-0000,kri0002,71,0,3784,0,-0.800742663976917,0,2011-03-01
AA-AA-000-0000,kri0002,174,0,3734,0,-0.793116599107253,0,2011-03-01
AA-AA-000-0000,kri0002,187,0,3719,0,-0.790823204191319,0,2011-03-01
AA-AA-000-0000,kri0002,51,0,3710,0,-0.789445921590575,0,2011-03-01
AA-AA-000-0000,kri0002,11,0,3704,0,-0.788527212377868,0,2011-03-01
AA-AA-000-0000,kri0002,92,0,3558,0,-0.766041098439999,0,2011-03-01
AA-AA-000-0000,kri0002,67,0,3367,0,-0.736228868060961,0,2011-03-01
AA-AA-000-0000,kri0002,83,0,3127,0,-0.698085546942448,0,2011-03-01
AA-AA-000-0000,kri0002,138,0,3119,0,-0.696800240976769,0,2011-03-01
AA-AA-000-0000,kri0002,134,0,3106,0,-0.694709643850267,0,2011-03-01
AA-AA-000-0000,kri0002,75,0,3080,0,-0.690521066600087,0,2011-03-01
AA-AA-000-0000,kri0002,63,0,3036,0,-0.683410020128353,0,2011-03-01
AA-AA-000-0000,kri0002,121,0,3026,0,-0.681789851386587,0,2011-03-01
AA-AA-000-0000,kri0002,113,0,2998,0,-0.6772453625686,0,2011-03-01
AA-AA-000-0000,kri0002,156,0,2949,0,-0.669263726449708,0,2011-03-01
AA-AA-000-0000,kri0002,157,0,2817,0,-0.647574302705579,0,2011-03-01
AA-AA-000-0000,kri0002,49,0,2717,0,-0.630952684430819,0,2011-03-01
AA-AA-000-0000,kri0002,142,0,2693,0,-0.626938123564061,0,2011-03-01
AA-AA-000-0000,kri0002,176,0,2676,0,-0.624088401612082,0,2011-03-01
AA-AA-000-0000,kri0002,153,0,2675,0,-0.62392061298285,0,2011-03-01
AA-AA-000-0000,kri0002,104,0,2553,0,-0.603315725405149,0,2011-03-01
AA-AA-000-0000,kri0002,34,0,2530,0,-0.599400542158309,0,2011-03-01
AA-AA-000-0000,kri0002,135,0,2362,0,-0.570491690504597,0,2011-03-01
AA-AA-000-0000,kri0002,29,0,2338,0,-0.566315485940509,0,2011-03-01
AA-AA-000-0000,kri0002,60,0,2298,0,-0.559328296911898,0,2011-03-01
AA-AA-000-0000,kri0002,163,0,2282,0,-0.556523885173423,0,2011-03-01
AA-AA-000-0000,kri0002,177,0,2268,0,-0.554065496369967,0,2011-03-01
AA-AA-000-0000,kri0002,189,1,11808,8.46883468834688e-05,-0.545150684030574,0,2011-03-01
AA-AA-000-0000,kri0002,35,0,2208,0,-0.543480850229526,0,2011-03-01
AA-AA-000-0000,kri0002,160,0,2198,0,-0.541708941617408,0,2011-03-01
AA-AA-000-0000,kri0002,127,0,2148,0,-0.532815180737618,0,2011-03-01
AA-AA-000-0000,kri0002,39,0,2040,0,-0.513403385023202,0,2011-03-01
AA-AA-000-0000,kri0002,128,0,2019,0,-0.509595734113634,0,2011-03-01
AA-AA-000-0000,kri0002,149,0,1938,0,-0.494803480173724,0,2011-03-01
AA-AA-000-0000,kri0002,186,0,1880,0,-0.484104806401467,0,2011-03-01
AA-AA-000-0000,kri0002,106,0,1766,0,-0.462801680676133,0,2011-03-01
AA-AA-000-0000,kri0002,80,0,1766,0,-0.462801680676133,0,2011-03-01
AA-AA-000-0000,kri0002,47,0,1682,0,-0.446857148593529,0,2011-03-01
AA-AA-000-0000,kri0002,62,1,11111,9.00009000090001e-05,-0.442648904294035,0,2011-03-01
AA-AA-000-0000,kri0002,179,0,1601,0,-0.431269042903378,0,2011-03-01
AA-AA-000-0000,kri0002,152,0,1598,0,-0.430687512794484,0,2011-03-01
AA-AA-000-0000,kri0002,112,0,1596,0,-0.430299655876003,0,2011-03-01
AA-AA-000-0000,kri0002,150,0,1591,0,-0.429329416357638,0,2011-03-01
AA-AA-000-0000,kri0002,96,0,1526,0,-0.416637129734906,0,2011-03-01
AA-AA-000-0000,kri0002,130,0,1525,0,-0.416440692810721,0,2011-03-01
AA-AA-000-0000,kri0002,27,0,1521,0,-0.415654583352664,0,2011-03-01
AA-AA-000-0000,kri0002,119,0,1514,0,-0.414277494321103,0,2011-03-01
AA-AA-000-0000,kri0002,147,0,1514,0,-0.414277494321103,0,2011-03-01
AA-AA-000-0000,kri0002,23,0,1514,0,-0.414277494321103,0,2011-03-01
AA-AA-000-0000,kri0002,25,0,1513,0,-0.414080621633288,0,2011-03-01
AA-AA-000-0000,kri0002,19,0,1440,0,-0.399608232842778,0,2011-03-01
AA-AA-000-0000,kri0002,97,0,1429,0,-0.39740981080312,0,2011-03-01
AA-AA-000-0000,kri0002,57,0,1356,0,-0.382697537743288,0,2011-03-01
AA-AA-000-0000,kri0002,107,0,1349,0,-0.381275245382507,0,2011-03-01
AA-AA-000-0000,kri0002,144,0,1347,0,-0.380868496108787,0,2011-03-01
AA-AA-000-0000,kri0002,70,0,1347,0,-0.380868496108787,0,2011-03-01
AA-AA-000-0000,kri0002,162,0,1346,0,-0.380665057933395,0,2011-03-01
AA-AA-000-0000,kri0002,98,0,1346,0,-0.380665057933395,0,2011-03-01
AA-AA-000-0000,kri0002,68,0,1345,0,-0.38046157734525,0,2011-03-01
AA-AA-000-0000,kri0002,155,0,1344,0,-0.380258054303963,0,2011-03-01
AA-AA-000-0000,kri0002,32,0,1338,0,-0.379036022270044,0,2011-03-01
AA-AA-000-0000,kri0002,164,0,1333,0,-0.3780164873233,0,2011-03-01
AA-AA-000-0000,kri0002,148,0,1328,0,-0.376995878793953,0,2011-03-01
AA-AA-000-0000,kri0002,28,0,986,0,-0.304299307355765,0,2011-03-01
AA-AA-000-0000,kri0002,116,0,982,0,-0.303410697094468,0,2011-03-01
AA-AA-000-0000,kri0002,15,0,942,0,-0.294467808773772,0,2011-03-01
AA-AA-000-0000,kri0002,26,0,925,0,-0.290634954605908,0,2011-03-01
AA-AA-000-0000,kri0002,185,0,922,0,-0.289956524747088,0,2011-03-01
AA-AA-000-0000,kri0002,3,0,917,0,-0.288824429999459,0,2011-03-01
AA-AA-000-0000,kri0002,151,0,862,0,-0.27625423036284,0,2011-03-01
AA-AA-000-0000,kri0002,52,0,856,0,-0.274869523563006,0,2011-03-01
AA-AA-000-0000,kri0002,9,0,850,0,-0.273482090735369,0,2011-03-01
AA-AA-000-0000,kri0002,109,0,848,0,-0.273019003090291,0,2011-03-01
AA-AA-000-0000,kri0002,65,0,847,0,-0.27278734436836,0,2011-03-01
AA-AA-000-0000,kri0002,31,0,841,0,-0.271395776124525,0,2011-03-01
AA-AA-000-0000,kri0002,44,0,841,0,-0.271395776124525,0,2011-03-01
AA-AA-000-0000,kri0002,111,0,840,0,-0.271163577673278,0,2011-03-01
AA-AA-000-0000,kri0002,36,0,840,0,-0.271163577673278,0,2011-03-01
AA-AA-000-0000,kri0002,101,0,827,0,-0.268137895137485,0,2011-03-01
AA-AA-000-0000,kri0002,40,0,783,0,-0.257796239170326,0,2011-03-01
AA-AA-000-0000,kri0002,133,0,762,0,-0.252803213352327,0,2011-03-01
AA-AA-000-0000,kri0002,137,0,760,0,-0.252325686901382,0,2011-03-01
AA-AA-000-0000,kri0002,105,0,757,0,-0.251608735489808,0,2011-03-01
AA-AA-000-0000,kri0002,136,0,757,0,-0.251608735489808,0,2011-03-01
AA-AA-000-0000,kri0002,168,0,757,0,-0.251608735489808,0,2011-03-01
AA-AA-000-0000,kri0002,180,0,757,0,-0.251608735489808,0,2011-03-01
AA-AA-000-0000,kri0002,126,0,754,0,-0.250890986411184,0,2011-03-01
AA-AA-000-0000,kri0002,87,0,750,0,-0.249932739790367,0,2011-03-01
AA-AA-000-0000,kri0002,181,0,743,0,-0.248252349186475,0,2011-03-01
AA-AA-000-0000,kri0002,158,0,708,0,-0.239782573136269,0,2011-03-01
AA-AA-000-0000,kri0002,188,0,687,0,-0.234644384717062,0,2011-03-01
AA-AA-000-0000,kri0002,18,0,677,0,-0.232182176963528,0,2011-03-01
AA-AA-000-0000,kri0002,20,0,675,0,-0.231688514458528,0,2011-03-01
AA-AA-000-0000,kri0002,41,0,674,0,-0.231441529334696,0,2011-03-01
AA-AA-000-0000,kri0002,6,0,674,0,-0.231441529334696,0,2011-03-01
AA-AA-000-0000,kri0002,123,0,673,0,-0.23119444137011,0,2011-03-01
AA-AA-000-0000,kri0002,124,0,673,0,-0.23119444137011,0,2011-03-01
AA-AA-000-0000,kri0002,22,0,673,0,-0.23119444137011,0,2011-03-01
AA-AA-000-0000,kri0002,46,0,673,0,-0.23119444137011,0,2011-03-01
AA-AA-000-0000,kri0002,42,0,672,0,-0.230947250369042,0,2011-03-01
AA-AA-000-0000,kri0002,16,0,670,0,-0.230452558471231,0,2011-03-01
AA-AA-000-0000,kri0002,33,0,670,0,-0.230452558471231,0,2011-03-01
AA-AA-000-0000,kri0002,72,0,667,0,-0.229709742919368,0,2011-03-01
AA-AA-000-0000,kri0002,53,0,567,0,-0.204375980940643,0,2011-03-01
AA-AA-000-0000,kri0002,48,0,531,0,-0.194955171762454,0,2011-03-01
AA-AA-000-0000,kri0002,115,0,385,0,-0.154696345974217,0,2011-03-01
AA-AA-000-0000,kri0002,182,0,234,0,-0.108121025560644,0,2011-03-01
AA-AA-000-0000,kri0002,89,0,232,0,-0.1074554055106,0,2011-03-01
AA-AA-000-0000,kri0002,10,1,7327,0.000136481506755835,0.181181003451375,0,2011-03-01
AA-AA-000-0000,kri0002,143,2,11535,0.000173385348938015,0.309325154234908,0,2011-03-01
AA-AA-000-0000,kri0002,139,6,25913,0.000231544012657739,0.384250422072389,0,2011-03-01
AA-AA-000-0000,kri0002,172,2,10345,0.000193330111164814,0.50999522055747,0,2011-03-01
AA-AA-000-0000,kri0002,43,3,14381,0.000208608580766289,0.518660577573602,0,2011-03-01
AA-AA-000-0000,kri0002,146,1,5147,0.000194287934719254,0.622973782753344,0,2011-03-01
AA-AA-000-0000,kri0002,56,2,8398,0.000238151940938319,0.868175942453511,0,2011-03-01
AA-AA-000-0000,kri0002,114,1,3928,0.000254582484725051,0.918840526376781,0,2011-03-01
AA-AA-000-0000,kri0002,5,4,14974,0.000267129691465206,0.998883378657547,0,2011-03-01
AA-AA-000-0000,kri0002,59,1,3511,0.000284819139846198,1.03263568597917,0,2011-03-01
AA-AA-000-0000,kri0002,140,7,23427,0.000298800529303795,1.13126191057011,0,2011-03-01
AA-AA-000-0000,kri0002,58,2,6275,0.000318725099601594,1.31887594445572,0,2011-03-01
AA-AA-000-0000,kri0002,190,1,2197,0.000455166135639508,1.46046776727805,0,2011-03-01
AA-AA-000-0000,kri0002,84,1,2126,0.000470366886171214,1.48793820034049,0,2011-03-01
AA-AA-000-0000,kri0002,94,4,11837,0.000337923460336234,1.54017429843633,0,2011-03-01
AA-AA-000-0000,kri0002,64,1,1350,0.000740740740740741,1.84027791447238,0,2011-03-01
AA-AA-000-0000,kri0002,167,2,3754,0.00053276505061268,2.00065008361053,0,2011-03-01
AA-AA-000-0000,kri0002,103,1,841,0.00118906064209275,2.16255830172667,0,2011-03-01
AA-AA-000-0000,kri0002,171,1,671,0.0014903129657228,2.30348997103167,0,2011-03-01
AA-AA-000-0000,kri0002,12,1,624,0.0016025641025641,2.34728736073734,0,2011-03-01
AA-AA-000-0000,kri0002,165,1,219,0.0045662100456621,2.91300210524654,0,2011-03-01
AA-AA-000-0000,kri0002,50,4,2084,0.00191938579654511,4.39645302487298,0,2011-03-01
AA-AA-000-0000,kri0003,114,60,4198,0.014292520247737,8.59335948695249,2,2011-03-01
AA-AA-000-0000,kri0003,173,107,10665,0.0100328176277543,10.3529955750771,2,2011-03-01
AA-AA-000-0000,kri0003,92,39,3734,0.0104445634708088,5.44903643848892,1,2011-03-01
AA-AA-000-0000,kri0003,68,27,1430,0.0188811188811189,5.9479380645516,1,2011-03-01
AA-AA-000-0000,kri0003,186,32,1999,0.016008004002001,6.11603516951537,1,2011-03-01
AA-AA-000-0000,kri0003,94,4,12475,0.00032064128256513,-6.87810148316329,-1,2011-03-01
AA-AA-000-0000,kri0003,4,0,4187,0,-5.54872976936756,-1,2011-03-01
AA-AA-000-0000,kri0003,56,6,8774,0.000683838614087075,-4.99373930544795,0,2011-03-01
AA-AA-000-0000,kri0003,142,0,2831,0,-4.75331565857768,0,2011-03-01
AA-AA-000-0000,kri0003,118,3,4892,0.000613246116107931,-4.2742588521467,0,2011-03-01
AA-AA-000-0000,kri0003,128,0,2117,0,-4.23735135703086,0,2011-03-01
AA-AA-000-0000,kri0003,121,1,3171,0.000315357931251971,-4.20541002213578,0,2011-03-01
AA-AA-000-0000,kri0003,27,0,1590,0,-3.78391714329018,0,2011-03-01
AA-AA-000-0000,kri0003,91,4,4722,0.000847098686997035,-3.78382219863096,0,2011-03-01
AA-AA-000-0000,kri0003,97,0,1488,0,-3.68601835242852,0,2011-03-01
AA-AA-000-0000,kri0003,177,1,2381,0.000419991600167997,-3.62330266728725,0,2011-03-01
AA-AA-000-0000,kri0003,167,4,3918,0.00102092904543134,-3.29423695198979,0,2011-03-01
AA-AA-000-0000,kri0003,5,24,15733,0.00152545604779762,-3.28141655855659,0,2011-03-01
AA-AA-000-0000,kri0003,106,1,1832,0.00054585152838428,-3.13918903168702,0,2011-03-01
AA-AA-000-0000,kri0003,156,3,3076,0.000975292587776333,-3.12686202056505,0,2011-03-01
AA-AA-000-0000,kri0003,163,2,2387,0.000837871805613741,-3.05890333570465,0,2011-03-01
AA-AA-000-0000,kri0003,127,2,2256,0.000886524822695036,-2.94510333150925,0,2011-03-01
AA-AA-000-0000,kri0003,176,3,2833,0.00105894811154253,-2.94070189447256,0,2011-03-01
AA-AA-000-0000,kri0003,58,10,6617,0.00151125887864591,-2.88916349422781,0,2011-03-01
AA-AA-000-0000,kri0003,105,0,798,0,-2.88119443050758,0,2011-03-01
