studyid,workflowid,param,value,gsm_analysis_date,snapshot_date
AA-AA-000-0000,qtl0006,LowCI,0.0507971986794383,2016-12-01,2016-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0792856537367811,2016-12-01,2016-12-01
AA-AA-000-0000,qtl0006,Score,0.0507971986794383,2016-12-01,2016-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00363626651417361,2017-03-01,2017-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00388680743277587,2017-03-01,2017-03-01
AA-AA-000-0000,qtl0004,Score,0.00363626651417361,2017-03-01,2017-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0514284442015823,2017-03-01,2017-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0797930167166761,2017-03-01,2017-03-01
AA-AA-000-0000,qtl0006,Score,0.0514284442015823,2017-03-01,2017-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00364298710047718,2017-06-01,2017-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00389116520240767,2017-06-01,2017-06-01
AA-AA-000-0000,qtl0004,Score,0.00364298710047718,2017-06-01,2017-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0525101985871705,2017-06-01,2017-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0807754642429215,2017-06-01,2017-06-01
AA-AA-000-0000,qtl0006,Score,0.0525101985871705,2017-06-01,2017-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00358605289853774,2017-09-01,2017-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00382866456427865,2017-09-01,2017-09-01
AA-AA-000-0000,qtl0004,Score,0.00358605289853774,2017-09-01,2017-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0509511411015937,2017-09-01,2017-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0784111928874461,2017-09-01,2017-09-01
AA-AA-000-0000,qtl0006,Score,0.0509511411015937,2017-09-01,2017-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00363361858262046,2017-12-01,2017-12-01
AA-AA-000-0000,qtl0004,UpCI,0.0038767082572084,2017-12-01,2017-12-01
AA-AA-000-0000,qtl0004,Score,0.00363361858262046,2017-12-01,2017-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0511309233326774,2017-12-01,2017-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0784750417451231,2017-12-01,2017-12-01
AA-AA-000-0000,qtl0006,Score,0.0511309233326774,2017-12-01,2017-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00369759134964846,2018-03-01,2018-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00394276828571973,2018-03-01,2018-03-01
AA-AA-000-0000,qtl0004,Score,0.00369759134964846,2018-03-01,2018-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0518235763351825,2018-03-01,2018-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0793157249574649,2018-03-01,2018-03-01
AA-AA-000-0000,qtl0006,Score,0.0518235763351825,2018-03-01,2018-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00376657189462069,2018-06-01,2018-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00401397935236482,2018-06-01,2018-06-01
AA-AA-000-0000,qtl0004,Score,0.00376657189462069,2018-06-01,2018-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0518235763351825,2018-06-01,2018-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0793157249574649,2018-06-01,2018-06-01
AA-AA-000-0000,qtl0006,Score,0.0518235763351825,2018-06-01,2018-06-01
AA-AA-000-0000,qtl0004,LowCI,0.0038055653424976,2018-09-01,2018-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00405422464322422,2018-09-01,2018-09-01
AA-AA-000-0000,qtl0004,Score,0.0038055653424976,2018-09-01,2018-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0539047487716545,2018-09-01,2018-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0818346114546967,2018-09-01,2018-09-01
AA-AA-000-0000,qtl0006,Score,0.0539047487716545,2018-09-01,2018-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00382856295752279,2018-12-01,2018-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00407795756699909,2018-12-01,2018-12-01
AA-AA-000-0000,qtl0004,Score,0.00382856295752279,2018-12-01,2018-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0539047487716545,2018-12-01,2018-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0818346114546967,2018-12-01,2018-12-01
AA-AA-000-0000,qtl0006,Score,0.0539047487716545,2018-12-01,2018-12-01
AA-AA-000-0000,qtl0004,LowCI,0.00385156165796441,2019-03-01,2019-03-01
AA-AA-000-0000,qtl0004,UpCI,0.00410168940577347,2019-03-01,2019-03-01
AA-AA-000-0000,qtl0004,Score,0.00385156165796441,2019-03-01,2019-03-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-03-01,2019-03-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-03-01,2019-03-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-03-01,2019-03-01
AA-AA-000-0000,qtl0004,LowCI,0.00387256141124848,2019-06-01,2019-06-01
AA-AA-000-0000,qtl0004,UpCI,0.00412335666691431,2019-06-01,2019-06-01
AA-AA-000-0000,qtl0004,Score,0.00387256141124848,2019-06-01,2019-06-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-06-01,2019-06-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-06-01,2019-06-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-06-01,2019-06-01
AA-AA-000-0000,qtl0004,LowCI,0.00387556144879924,2019-09-01,2019-09-01
AA-AA-000-0000,qtl0004,UpCI,0.00412645191716616,2019-09-01,2019-09-01
AA-AA-000-0000,qtl0004,Score,0.00387556144879924,2019-09-01,2019-09-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-09-01,2019-09-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-09-01,2019-09-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-09-01,2019-09-01
AA-AA-000-0000,qtl0004,LowCI,0.00387656146534752,2019-12-01,2019-12-01
AA-AA-000-0000,qtl0004,UpCI,0.00412748366322027,2019-12-01,2019-12-01
AA-AA-000-0000,qtl0004,Score,0.00387656146534752,2019-12-01,2019-12-01
AA-AA-000-0000,qtl0006,LowCI,0.0552947891796837,2019-12-01,2019-12-01
AA-AA-000-0000,qtl0006,UpCI,0.0835113165922339,2019-12-01,2019-12-01
AA-AA-000-0000,qtl0006,Score,0.0552947891796837,2019-12-01,2019-12-01
