"studyid","workflowid","groupid","n","numerator","denominator","kri","score","flag"
"AA-AA-000-0000","kri0002","X194X",3,0,3678,0,-0.716824241745665,0
"AA-AA-000-0000","kri0002","X191X",1,0,3653,0,-0.714380722763087,0
"AA-AA-000-0000","kri0002","X234X",2,0,3459,0,-0.695127905316538,0
"AA-AA-000-0000","kri0002","X105X",5,0,3404,0,-0.689572097896829,0
"AA-AA-000-0000","kri0002","X028X",2,0,3171,0,-0.665522821938659,0
"AA-AA-000-0000","kri0002","X099X",4,0,3150,0,-0.66331257030202,0
"AA-AA-000-0000","kri0002","X008X",1,0,3125,0,-0.660671702514857,0
"AA-AA-000-0000","kri0002","X113X",1,0,3053,0,-0.653006490876111,0
"AA-AA-000-0000","kri0002","X063X",3,0,3047,0,-0.652363668429629,0
"AA-AA-000-0000","kri0002","X164X",5,0,3045,0,-0.652149253841232,0
"AA-AA-000-0000","kri0002","X135X",1,0,3023,0,-0.649786035948788,0
"AA-AA-000-0000","kri0002","X049X",3,0,2730,0,-0.617452797459567,0
"AA-AA-000-0000","kri0002","X202X",4,0,2690,0,-0.612906744534013,0
"AA-AA-000-0000","kri0002","X222X",1,0,2645,0,-0.607751896455293,0
"AA-AA-000-0000","kri0002","X048X",4,0,2302,0,-0.566926586202487,0
"AA-AA-000-0000","kri0002","X232X",5,0,2180,0,-0.551679689427471,0
"AA-AA-000-0000","kri0002","X123X",3,0,2131,0,-0.545436299643987,0
"AA-AA-000-0000","kri0002","X035X",3,0,2018,0,-0.530759124677548,0
"AA-AA-000-0000","kri0002","X120X",3,0,2013,0,-0.530100328521852,0
"AA-AA-000-0000","kri0002","X017X",3,0,2010,0,-0.529704658566675,0
"AA-AA-000-0000","kri0002","X075X",2,0,1918,0,-0.517424276969083,0
"AA-AA-000-0000","kri0002","X132X",3,0,1913,0,-0.516748525526066,0
"AA-AA-000-0000","kri0002","X145X",3,0,1747,0,-0.493790256298488,0
"AA-AA-000-0000","kri0002","X071X",2,0,1568,0,-0.467776596820462,0
"AA-AA-000-0000","kri0002","X112X",3,0,1568,0,-0.467776596820462,0
"AA-AA-000-0000","kri0002","X078X",3,0,1567,0,-0.467627215107996,0
"AA-AA-000-0000","kri0002","X030X",1,0,1466,0,-0.452286269673517,0
"AA-AA-000-0000","kri0002","X227X",3,0,1372,0,-0.437526854168308,0
"AA-AA-000-0000","kri0002","X157X",2,0,1355,0,-0.434804245720635,0
"AA-AA-000-0000","kri0002","X197X",2,0,1349,0,-0.433839256404742,0
"AA-AA-000-0000","kri0002","X125X",2,0,1344,0,-0.433033460247713,0
"AA-AA-000-0000","kri0002","X160X",1,0,911,0,-0.356427269060876,0
"AA-AA-000-0000","kri0002","X181X",3,0,910,0,-0.3562313361219,0
"AA-AA-000-0000","kri0002","X034X",2,0,904,0,-0.355053473823141,0
"AA-AA-000-0000","kri0002","X206X",1,0,685,0,-0.309012681098982,0
"AA-AA-000-0000","kri0002","X216X",1,0,679,0,-0.307654599959407,0
"AA-AA-000-0000","kri0002","X223X",2,0,676,0,-0.306973312173892,0
"AA-AA-000-0000","kri0002","X080X",1,0,673,0,-0.306290512945705,0
"AA-AA-000-0000","kri0002","X167X",1,0,661,0,-0.303543997632808,0
"AA-AA-000-0000","kri0002","X036X",1,0,560,0,-0.279362424170688,0
"AA-AA-000-0000","kri0002","X211X",1,0,531,0,-0.272023349550726,0
"AA-AA-000-0000","kri0002","X215X",1,0,513,0,-0.267367024592967,0
"AA-AA-000-0000","kri0002","X047X",1,0,196,0,-0.165159975506335,0
"AA-AA-000-0000","kri0002","X188X",1,0,84,0,-0.10806288264556,0
"AA-AA-000-0000","kri0002","X039X",1,0,49,0,-0.0825053966143553,0
"AA-AA-000-0000","kri0002","X108X",1,0,45,0,-0.0790617576694504,0
"AA-AA-000-0000","kri0002","X127X",1,0,4,0,-0.0235345013822391,0
"AA-AA-000-0000","kri0003","X039X",1,10,49,0.204081632653061,6.79699984857534,1
"AA-AA-000-0000","kri0003","X047X",1,10,196,0.0510204081632653,5.25080057907295,1
"AA-AA-000-0000","kri0003","X100X",6,36,3457,0.0104136534567544,7.19369612015924,1
"AA-AA-000-0000","kri0003","X132X",3,28,2934,0.00954328561690525,5.87968542365935,1
"AA-AA-000-0000","kri0003","X117X",4,32,4237,0.00755251357092282,5.7829867116037,1
"AA-AA-000-0000","kri0003","X180X",10,98,19636,0.0049908331635771,10.2381613723035,1
"AA-AA-000-0000","kri0003","X179X",4,55,11711,0.00469643924515413,6.58615668173905,1
"AA-AA-000-0000","kri0003","X094X",5,44,9889,0.00444938820912125,5.39273877704761,1
"AA-AA-000-0000","kri0003","X033X",15,111,26139,0.0042465281762883,10.3015164625397,1
"AA-AA-000-0000","kri0003","X154X",7,74,19303,0.00383360099466404,7.24519736219281,1
"AA-AA-000-0000","kri0003","X009X",6,54,14658,0.00368399508800655,5.53976460982895,1
"AA-AA-000-0000","kri0003","X050X",27,223,64395,0.00346300178585294,15.1209707937667,1
"AA-AA-000-0000","kri0003","X037X",8,52,15141,0.00343438346212271,5.09603318447375,1
"AA-AA-000-0000","kri0003","X102X",69,197,156807,0.00125632146524071,5.91021805300443,1
"AA-AA-000-0000","kri0003","X168X",17,15,37555,0.000399414192517641,-5.18098515805138,-1
"AA-AA-000-0000","kri0003","X140X",25,18,51339,0.000350610646876644,-5.94497547257476,-1
"AA-AA-000-0000","kri0003","X185X",5,4,16341,0.000244783061012178,-5.17459773269847,-1
"AA-AA-000-0000","kri0003","X054X",9,5,22181,0.000225418150669492,-5.76945881171128,-1
"AA-AA-000-0000","kri0003","X129X",12,8,35507,0.000225307685808432,-6.57425396771327,-1
"AA-AA-000-0000","kri0003","X038X",6,3,17889,0.000167700821734027,-5.79769472777527,-1
"AA-AA-000-0000","kri0003","X143X",5,2,12317,0.000162377202240805,-5.19846185009172,-1
"AA-AA-000-0000","kri0003","X088X",3,2,12494,0.000160076836881703,-5.23430131179412,-1
"AA-AA-000-0000","kri0003","X090X",36,10,73564,0.000135936055679408,-9.25977998356223,-1
"AA-AA-000-0000","kri0003","X174X",5,1,10921,0.0000915667063455728,-5.39395021145598,-1
"AA-AA-000-0000","kri0003","X224X",5,1,16217,0.0000616636862551643,-6.37651709809362,-1
"AA-AA-000-0000","kri0003","X235X",9,1,23573,0.0000424214143299538,-7.43312416590333,-1
"AA-AA-000-0000","kri0003","X110X",4,0,16359,0,-7.02624170225664,-1
"AA-AA-000-0000","kri0003","X108X",1,5,45,0.111111111111111,4.13694847557443,0
"AA-AA-000-0000","kri0003","X127X",1,2,32,0.0625,2.10561758927128,0
"AA-AA-000-0000","kri0003","X188X",1,3,105,0.0285714285714286,2.10572041392773,0
"AA-AA-000-0000","kri0003","X007X",1,6,393,0.0152671755725191,2.56272393423477,0
"AA-AA-000-0000","kri0003","X206X",1,12,890,0.0134831460674157,3.87213669289673,0
"AA-AA-000-0000","kri0003","X216X",1,8,679,0.0117820324005891,2.75205464747395,0
"AA-AA-000-0000","kri0003","X034X",2,10,1202,0.00831946755407654,2.64828259636862,0
"AA-AA-000-0000","kri0003","X096X",1,3,433,0.0069284064665127,0.802853621593546,0
"AA-AA-000-0000","kri0003","X232X",5,13,2119,0.00613496932515337,2.62310177087812,0
"AA-AA-000-0000","kri0003","X030X",1,9,1480,0.00608108108108108,1.9235820814275,0
"AA-AA-000-0000","kri0003","X196X",5,30,5212,0.00575594781273983,4.76658565574702,0
"AA-AA-000-0000","kri0003","X197X",2,19,3362,0.00565139797739441,3.33123708579507,0
"AA-AA-000-0000","kri0003","X157X",2,24,4664,0.00514579759862779,3.73796194748564,0
"AA-AA-000-0000","kri0003","X063X",3,15,3047,0.00492287495897604,2.4582805037766,0
"AA-AA-000-0000","kri0003","X167X",1,11,2360,0.00466101694915254,1.76274068027918,0
"AA-AA-000-0000","kri0003","X227X",3,18,4139,0.00434887654022711,2.56385558477618,0
"AA-AA-000-0000","kri0003","X113X",1,13,3053,0.00425810678021618,1.86232698591372,0
"AA-AA-000-0000","kri0003","X164X",5,31,7709,0.00402127383577637,3.7943288605744,0
"AA-AA-000-0000","kri0003","X194X",3,28,7239,0.00386793756043652,3.36850834453021,0
"AA-AA-000-0000","kri0003","X099X",4,12,3150,0.00380952380952381,1.48779025101267,0
"AA-AA-000-0000","kri0003","X145X",3,26,7111,0.0036563071297989,2.99368518516769,0
"AA-AA-000-0000","kri0003","X136X",4,32,9215,0.00347259902333152,3.41943080006469,0
"AA-AA-000-0000","kri0003","X160X",1,3,911,0.00329308452250274,-0.0561121584156436,0
"AA-AA-000-0000","kri0003","X044X",4,21,7100,0.00295774647887324,1.87143145754768,0
"AA-AA-000-0000","kri0003","X078X",3,17,5859,0.00290151903055129,1.41839428541653,0
"AA-AA-000-0000","kri0003","X016X",5,34,11830,0.00287404902789518,2.95345109021406,0
"AA-AA-000-0000","kri0003","X123X",3,12,4331,0.00277072269683676,0.779412496913985,0
"AA-AA-000-0000","kri0003","X223X",2,12,4447,0.0026984483921745,0.718270019417507,0
"AA-AA-000-0000","kri0003","X230X",9,55,21325,0.00257913247362251,4.11125549528526,0
"AA-AA-000-0000","kri0003","X172X",7,31,12059,0.0025706940874036,2.31631115467781,0
"AA-AA-000-0000","kri0003","X089X",4,11,4304,0.00255576208178439,0.489283751275062,0
"AA-AA-000-0000","kri0003","X070X",4,23,9058,0.002539191874586,1.60373776598858,0
"AA-AA-000-0000","kri0003","X018X",11,63,25420,0.00247836349331235,4.46266802052,0
"AA-AA-000-0000","kri0003","X186X",2,14,5680,0.00246478873239437,0.699848236502061,0
"AA-AA-000-0000","kri0003","X165X",8,35,14537,0.00240764944624063,2.39477854556395,0
"AA-AA-000-0000","kri0003","X002X",9,44,18769,0.00234429111833342,2.94426137179555,0
"AA-AA-000-0000","kri0003","X080X",1,11,5021,0.00219079864568811,0.133478968854261,0
"AA-AA-000-0000","kri0003","X159X",8,32,14776,0.00216567406605306,1.78328817358383,0
"AA-AA-000-0000","kri0003","X014X",2,12,5637,0.00212879191059074,0.152572613453545,0
"AA-AA-000-0000","kri0003","X082X",10,53,25066,0.00211441793664725,3.09481426754636,0
"AA-AA-000-0000","kri0003","X008X",1,6,3125,0.00192,-0.572232065148356,0
"AA-AA-000-0000","kri0003","X028X",2,6,3178,0.00188797986154814,-0.604250547132696,0
"AA-AA-000-0000","kri0003","X105X",5,29,15566,0.00186303481947835,1.02638175610233,0
"AA-AA-000-0000","kri0003","X049X",3,5,2730,0.00183150183150183,-0.731111025759573,0
"AA-AA-000-0000","kri0003","X181X",3,6,3369,0.00178094390026714,-0.716413553879917,0
"AA-AA-000-0000","kri0003","X158X",1,4,2261,0.00176912870411322,-0.851959946504838,0
"AA-AA-000-0000","kri0003","X161X",2,15,8686,0.00172691687773428,-0.168459075061197,0
"AA-AA-000-0000","kri0003","X125X",2,10,5812,0.00172057811424639,-0.5195628413083,0
"AA-AA-000-0000","kri0003","X199X",9,39,22812,0.00170962651236191,1.31638283389162,0
"AA-AA-000-0000","kri0003","X202X",4,26,15551,0.00167191820461707,0.443909093621307,0
"AA-AA-000-0000","kri0003","X183X",5,10,6040,0.00165562913907285,-0.612295785448138,0
"AA-AA-000-0000","kri0003","X065X",3,13,8047,0.00161550888529887,-0.484274171844598,0
"AA-AA-000-0000","kri0003","X084X",10,32,19896,0.00160836349014877,0.659635900791882,0
"AA-AA-000-0000","kri0003","X048X",4,16,10078,0.00158761659059337,-0.346776428292338,0
"AA-AA-000-0000","kri0003","X058X",7,24,15549,0.00154350762106888,0.0410409887240228,0
"AA-AA-000-0000","kri0003","X152X",5,15,9879,0.00151837230488916,-0.537587746357233,0
"AA-AA-000-0000","kri0003","X029X",7,18,11995,0.00150062526052522,-0.399947869957889,0
"AA-AA-000-0000","kri0003","X150X",3,11,7479,0.00147078486428667,-0.85012776844354,0
"AA-AA-000-0000","kri0003","X075X",2,9,6199,0.0014518470721084,-0.985995775844126,0
"AA-AA-000-0000","kri0003","X121X",3,8,5524,0.00144822592324403,-1.0402129184597,0
"AA-AA-000-0000","kri0003","X236X",17,63,44020,0.0014311676510677,1.72618822625402,0
"AA-AA-000-0000","kri0003","X169X",28,96,68141,0.00140884342759866,3.09025909558741,0
"AA-AA-000-0000","kri0003","X219X",3,8,5706,0.00140203294777427,-1.11471748256035,0
"AA-AA-000-0000","kri0003","X053X",10,23,16428,0.00140004869734599,-0.357784858736768,0
"AA-AA-000-0000","kri0003","X207X",3,10,7191,0.00139062717285496,-1.04394267219601,0
"AA-AA-000-0000","kri0003","X093X",7,15,10864,0.00138070692194404,-0.817744501205064,0
"AA-AA-000-0000","kri0003","X015X",3,15,10956,0.00136911281489595,-0.842920166179837,0
"AA-AA-000-0000","kri0003","X192X",27,75,55007,0.0013634628320032,1.99768649601016,0
"AA-AA-000-0000","kri0003","X116X",2,9,6695,0.00134428678117999,-1.17239698274558,0
"AA-AA-000-0000","kri0003","X228X",1,5,3745,0.00133511348464619,-1.31923174726668,0
"AA-AA-000-0000","kri0003","X032X",4,10,7505,0.00133244503664224,-1.15261793435384,0
"AA-AA-000-0000","kri0003","X010X",28,94,70816,0.00132738364211478,2.6305294182933,0
"AA-AA-000-0000","kri0003","X085X",12,41,30904,0.0013266891017344,0.319436704025102,0
"AA-AA-000-0000","kri0003","X107X",3,9,7098,0.00126796280642434,-1.31639968920265,0
"AA-AA-000-0000","kri0003","X013X",20,56,44653,0.00125411506505722,0.718778797587745,0
"AA-AA-000-0000","kri0003","X226X",9,31,24916,0.00124418044629957,-0.420066326629712,0
"AA-AA-000-0000","kri0003","X131X",7,22,17743,0.00123992560446373,-0.837887215407547,0
"AA-AA-000-0000","kri0003","X201X",23,73,59864,0.00121943070960845,1.2670897275306,0
"AA-AA-000-0000","kri0003","X126X",28,81,67102,0.00120711752257757,1.52211864629186,0
"AA-AA-000-0000","kri0003","X035X",3,10,8311,0.00120322464204067,-1.41681644616363,0
"AA-AA-000-0000","kri0003","X130X",33,95,80178,0.00118486367831575,1.93683091826862,0
"AA-AA-000-0000","kri0003","X086X",33,92,78220,0.0011761697775505,1.77728286626714,0
"AA-AA-000-0000","kri0003","X195X",2,9,7682,0.00117156990367092,-1.51464658547329,0
"AA-AA-000-0000","kri0003","X076X",2,5,4296,0.00116387337057728,-1.58997274101624,0
"AA-AA-000-0000","kri0003","X234X",2,4,3459,0.00115640358485111,-1.59274647210956,0
"AA-AA-000-0000","kri0003","X218X",1,5,4416,0.00113224637681159,-1.64550157214941,0
"AA-AA-000-0000","kri0003","X021X",20,42,37474,0.00112077707210332,-0.420006819465324,0
"AA-AA-000-0000","kri0003","X020X",1,5,4509,0.00110889332446219,-1.68777822715976,0
"AA-AA-000-0000","kri0003","X151X",6,19,17541,0.00108317655777892,-1.43380125234737,0
"AA-AA-000-0000","kri0003","X212X",5,13,12161,0.00106899103692131,-1.66203485988053,0
"AA-AA-000-0000","kri0003","X115X",2,7,6673,0.00104900344672561,-1.81535868430927,0
"AA-AA-000-0000","kri0003","X175X",5,9,8775,0.00102564102564103,-1.8574606821352,0
"AA-AA-000-0000","kri0003","X120X",3,7,6967,0.00100473661547294,-1.91763882869302,0
"AA-AA-000-0000","kri0003","X081X",13,29,29789,0.00097351371311558,-1.51990479857346,0
"AA-AA-000-0000","kri0003","X024X",1,4,4121,0.000970638194612958,-1.9229176039619,0
"AA-AA-000-0000","kri0003","X059X",12,34,35057,0.00096984910288958,-1.37889550378694,0
"AA-AA-000-0000","kri0003","X137X",7,16,16508,0.000969227041434456,-1.89950214799899,0
"AA-AA-000-0000","kri0003","X141X",15,32,34547,0.000926274350884303,-1.64653649387142,0
"AA-AA-000-0000","kri0003","X027X",4,7,7611,0.000919721455787676,-2.13105978140989,0
"AA-AA-000-0000","kri0003","X203X",7,13,14243,0.000912729059889068,-2.14647611509661,0
"AA-AA-000-0000","kri0003","X153X",8,20,22229,0.000899725583696972,-2.07526042447748,0
"AA-AA-000-0000","kri0003","X133X",17,37,41575,0.000889957907396272,-1.68968590217302,0
"AA-AA-000-0000","kri0003","X072X",7,20,22807,0.000876923751479809,-2.17129547465819,0
"AA-AA-000-0000","kri0003","X209X",8,19,22108,0.000859417405464085,-2.26434066636993,0
"AA-AA-000-0000","kri0003","X114X",7,19,22152,0.000857710364752618,-2.27169237118367,0
"AA-AA-000-0000","kri0003","X057X",5,7,8365,0.000836820083682008,-2.3647256906495,0
"AA-AA-000-0000","kri0003","X144X",4,13,15920,0.000816582914572864,-2.49985288129179,0
"AA-AA-000-0000","kri0003","X098X",11,23,28378,0.000810486996969483,-2.42558495401336,0
"AA-AA-000-0000","kri0003","X031X",2,4,5106,0.000783392087739914,-2.34897018061566,0
"AA-AA-000-0000","kri0003","X083X",20,29,38203,0.000759102688270555,-2.60908905614862,0
"AA-AA-000-0000","kri0003","X040X",22,41,55554,0.000738020664578608,-2.53297090361452,0
"AA-AA-000-0000","kri0003","X166X",5,14,19312,0.000724937862468931,-2.89876984621163,0
"AA-AA-000-0000","kri0003","X148X",4,8,11273,0.000709660250155238,-2.83401031226818,0
"AA-AA-000-0000","kri0003","X128X",58,113,163275,0.000692083907517991,-1.43508605995748,0
"AA-AA-000-0000","kri0003","X231X",15,27,39608,0.000681680468592204,-3.11899578753819,0
"AA-AA-000-0000","kri0003","X095X",6,12,18126,0.00066203243958954,-3.17258919095834,0
"AA-AA-000-0000","kri0003","X217X",6,8,12145,0.000658707286949362,-3.04183223949313,0
"AA-AA-000-0000","kri0003","X193X",7,14,21548,0.000649712270280304,-3.279384323675,0
"AA-AA-000-0000","kri0003","X025X",12,21,33370,0.000629307761462391,-3.47784245928364,0
"AA-AA-000-0000","kri0003","X073X",3,6,9606,0.000624609618988132,-3.04830566361306,0
"AA-AA-000-0000","kri0003","X210X",4,4,6547,0.000610966855048114,-2.8758972055538,0
"AA-AA-000-0000","kri0003","X156X",2,5,8542,0.000585343011004449,-3.1067664445094,0
"AA-AA-000-0000","kri0003","X068X",16,17,30009,0.000566496717651371,-3.85275193728245,0
"AA-AA-000-0000","kri0003","X214X",3,5,9400,0.000531914893617021,-3.34183490452466,0
"AA-AA-000-0000","kri0003","X011X",1,2,3773,0.000530082162735224,-2.71460582261585,0
"AA-AA-000-0000","kri0003","X055X",43,51,101881,0.000500584014683798,-4.66031555703063,0
"AA-AA-000-0000","kri0003","X017X",3,5,11680,0.000428082191780822,-3.89957778018722,0
"AA-AA-000-0000","kri0003","X109X",5,5,12421,0.000402544078576604,-4.0639954043004,0
"AA-AA-000-0000","kri0003","X204X",7,6,16304,0.000368007850834151,-4.50610881975966,0
"AA-AA-000-0000","kri0003","X173X",8,7,19413,0.000360583114407871,-4.73963280672213,0
"AA-AA-000-0000","kri0003","X112X",3,1,3289,0.000304043782304652,-3.07921821762214,0
"AA-AA-000-0000","kri0003","X191X",1,1,3653,0.000273747604708459,-3.24838610770122,0
"AA-AA-000-0000","kri0003","X122X",1,1,3708,0.000269687162891046,-3.27292252069921,0
"AA-AA-000-0000","kri0003","X061X",2,2,7525,0.00026578073089701,-4.05403199981836,0
"AA-AA-000-0000","kri0003","X097X",5,3,11997,0.000250062515628907,-4.7114467500639,0
"AA-AA-000-0000","kri0003","X124X",4,1,4801,0.000208289939595918,-3.71573713231843,0
"AA-AA-000-0000","kri0003","X043X",1,1,4916,0.000203417412530513,-3.75814242126001,0
"AA-AA-000-0000","kri0003","X023X",2,1,6418,0.00015581177937052,-4.25846419886693,0
"AA-AA-000-0000","kri0003","X064X",3,1,7523,0.000132925694536754,-4.57753483576204,0
"AA-AA-000-0000","kri0003","X103X",3,0,5476,0,-4.74186526056421,0
"AA-AA-000-0000","kri0003","X119X",1,0,4832,0,-4.533420320338,0
"AA-AA-000-0000","kri0003","X225X",1,0,4022,0,-4.2441922815755,0
"AA-AA-000-0000","kri0003","X135X",1,0,3023,0,-3.83036521857192,0
"AA-AA-000-0000","kri0003","X222X",1,0,2645,0,-3.65086844340824,0
"AA-AA-000-0000","kri0003","X071X",2,0,1568,0,-3.02556163538118,0
"AA-AA-000-0000","kri0003","X211X",1,0,562,0,-2.0926543334402,0
"AA-AA-000-0000","kri0003","X215X",1,0,513,0,-2.02517391926952,0
"AA-AA-000-0000","kri0003","X036X",1,0,505,0,-2.01376938685715,0
"AA-AA-000-0000","kri0004","X050X",27,48,64395,0.000745399487537852,9.54296827915018,1
"AA-AA-000-0000","kri0004","X127X",1,1,32,0.03125,2.22254458035989,0
"AA-AA-000-0000","kri0004","X036X",1,2,505,0.00396039603960396,2.23164001878677,0
"AA-AA-000-0000","kri0004","X007X",1,1,393,0.00254452926208651,1.27572389189897,0
"AA-AA-000-0000","kri0004","X211X",1,1,562,0.00177935943060498,1.10708744874197,0
"AA-AA-000-0000","kri0004","X100X",6,6,3457,0.00173560890945907,3.44192638565455,0
"AA-AA-000-0000","kri0004","X216X",1,1,679,0.00147275405007364,1.01329305088145,0
"AA-AA-000-0000","kri0004","X117X",4,5,4237,0.00118008024545669,2.68335766508881,0
"AA-AA-000-0000","kri0004","X206X",1,1,890,0.00112359550561798,0.872974007967645,0
"AA-AA-000-0000","kri0004","X094X",5,11,9889,0.00111234705228031,4.34209773618474,0
"AA-AA-000-0000","kri0004","X228X",1,4,3745,0.00106809078771696,2.22456789518916,0
"AA-AA-000-0000","kri0004","X113X",1,3,3053,0.000982640026203734,1.7623134999846,0
"AA-AA-000-0000","kri0004","X232X",5,2,2119,0.000943841434638981,1.29893683253969,0
"AA-AA-000-0000","kri0004","X172X",7,9,12059,0.000746330541504271,3.25819454400894,0
"AA-AA-000-0000","kri0004","X180X",10,14,19636,0.0007129761662253,4.28234619490075,0
"AA-AA-000-0000","kri0004","X223X",2,3,4447,0.000674612098043625,1.42147097746346,0
"AA-AA-000-0000","kri0004","X037X",8,10,15141,0.000660458358100522,3.3051036902691,0
"AA-AA-000-0000","kri0004","X199X",9,14,22812,0.000613712081360687,4.00918980366205,0
"AA-AA-000-0000","kri0004","X197X",2,2,3362,0.000594883997620464,0.940716553692005,0
"AA-AA-000-0000","kri0004","X196X",5,3,5212,0.000575594781273983,1.26968988893902,0
"AA-AA-000-0000","kri0004","X109X",5,7,12421,0.000563561710007246,2.36774544466655,0
"AA-AA-000-0000","kri0004","X191X",1,2,3653,0.000547495209416918,0.872565252976527,0
"AA-AA-000-0000","kri0004","X032X",4,4,7505,0.000532978014656895,1.50102125015626,0
"AA-AA-000-0000","kri0004","X154X",7,10,19303,0.000518054188468114,2.91287031093367,0
"AA-AA-000-0000","kri0004","X183X",5,3,6040,0.000496688741721854,1.12414589998063,0
"AA-AA-000-0000","kri0004","X075X",2,3,6199,0.000483949024036135,1.09802277947132,0
"AA-AA-000-0000","kri0004","X210X",4,3,6547,0.000458225141286085,1.0426363959241,0
"AA-AA-000-0000","kri0004","X131X",7,8,17743,0.000450882037986812,2.26841772692395,0
"AA-AA-000-0000","kri0004","X115X",2,3,6673,0.000449572905739547,1.02315262630054,0
"AA-AA-000-0000","kri0004","X120X",3,3,6967,0.000430601406631262,0.9787881803918,0
"AA-AA-000-0000","kri0004","X179X",4,5,11711,0.000426949022286739,1.50372120041187,0
"AA-AA-000-0000","kri0004","X167X",1,1,2360,0.000423728813559322,0.296505515796913,0
"AA-AA-000-0000","kri0004","X124X",4,2,4801,0.000416579879191835,0.639378065087236,0
"AA-AA-000-0000","kri0004","X080X",1,2,5021,0.000398327026488747,0.599789907089391,0
"AA-AA-000-0000","kri0004","X002X",9,7,18769,0.000372955405189408,1.76594794915928,0
"AA-AA-000-0000","kri0004","X103X",3,2,5476,0.000365230094959825,0.522005221356989,0
"AA-AA-000-0000","kri0004","X014X",2,2,5637,0.000354798651765123,0.495680412868486,0
"AA-AA-000-0000","kri0004","X165X",8,5,14537,0.000343949920891518,1.21983256088848,0
"AA-AA-000-0000","kri0004","X078X",3,2,5859,0.000341355180064858,0.4603184490922,0
"AA-AA-000-0000","kri0004","X016X",5,4,11830,0.000338123415046492,0.96832931761027,0
"AA-AA-000-0000","kri0004","X063X",3,1,3047,0.000328191663931736,0.123612842838921,0
"AA-AA-000-0000","kri0004","X136X",4,3,9215,0.00032555615843733,0.680633030861496,0
"AA-AA-000-0000","kri0004","X099X",4,1,3150,0.000317460317460317,0.100343340326985,0
"AA-AA-000-0000","kri0004","X054X",9,7,22181,0.000315585410937289,1.50729746512112,0
"AA-AA-000-0000","kri0004","X028X",2,1,3178,0.000314663310258024,0.0941180547592288,0
"AA-AA-000-0000","kri0004","X185X",5,5,16341,0.000305978826265222,1.0605667593529,0
"AA-AA-000-0000","kri0004","X112X",3,1,3289,0.000304043782304652,0.0698426470520502,0
"AA-AA-000-0000","kri0004","X234X",2,1,3459,0.000289100896212778,0.0338446257193743,0
"AA-AA-000-0000","kri0004","X145X",3,2,7111,0.000281254394599916,0.278213918945315,0
"AA-AA-000-0000","kri0004","X194X",3,2,7239,0.000276281254316895,0.261022836240327,0
"AA-AA-000-0000","kri0004","X150X",3,2,7479,0.000267415429870304,0.229406855951627,0
"AA-AA-000-0000","kri0004","X164X",5,2,7709,0.000259437021662991,0.19982791194518,0
"AA-AA-000-0000","kri0004","X144X",4,4,15920,0.000251256281407035,0.590959481964636,0
"AA-AA-000-0000","kri0004","X226X",9,6,24916,0.000240809118638626,0.898501122249441,0
"AA-AA-000-0000","kri0004","X082X",10,6,25066,0.000239368068299689,0.889073504263962,0
"AA-AA-000-0000","kri0004","X140X",25,12,51339,0.000233740431251096,1.76984468734478,0
"AA-AA-000-0000","kri0004","X157X",2,1,4664,0.000214408233276158,-0.188973223675471,0
"AA-AA-000-0000","kri0004","X214X",3,2,9400,0.000212765957446809,0.000797736189873856,0
"AA-AA-000-0000","kri0004","X119X",1,1,4832,0.000206953642384106,-0.216459444153622,0
"AA-AA-000-0000","kri0004","X236X",17,9,44020,0.0002044525215811,1.07874369036873,0
"AA-AA-000-0000","kri0004","X043X",1,1,4916,0.000203417412530513,-0.229934685895285,0
"AA-AA-000-0000","kri0004","X059X",12,7,35057,0.000199674815300796,0.747888949145861,0
"AA-AA-000-0000","kri0004","X048X",4,2,10078,0.000198452073824171,-0.0713840443474592,0
"AA-AA-000-0000","kri0004","X018X",11,5,25420,0.00019669551534225,0.419791773377794,0
"AA-AA-000-0000","kri0004","X058X",7,3,15549,0.00019293845263361,0.0692207096882111,0
"AA-AA-000-0000","kri0004","X202X",4,3,15551,0.000192913638994277,0.0690609428706292,0
"AA-AA-000-0000","kri0004","X110X",4,3,16359,0.000183385292499542,0.00575328944593103,0
"AA-AA-000-0000","kri0004","X015X",3,2,10956,0.00018254837531946,-0.15959536266962,0
"AA-AA-000-0000","kri0004","X121X",3,1,5524,0.000181028240405503,-0.3226601109772,0
"AA-AA-000-0000","kri0004","X231X",15,7,39608,0.000176731973338719,0.531714944694836,0
"AA-AA-000-0000","kri0004","X055X",43,18,101881,0.00017667671106487,1.83370372847116,0
"AA-AA-000-0000","kri0004","X151X",6,3,17541,0.00017102787754404,-0.0827198585563686,0
"AA-AA-000-0000","kri0004","X029X",7,2,11995,0.000166736140058358,-0.257351418286908,0
"AA-AA-000-0000","kri0004","X212X",5,2,12161,0.000164460159526355,-0.272374084640935,0
"AA-AA-000-0000","kri0004","X010X",28,11,70816,0.00015533212833258,0.758016725523995,0
"AA-AA-000-0000","kri0004","X126X",28,10,67102,0.000149026854639206,0.55693302285881,0
"AA-AA-000-0000","kri0004","X169X",28,10,68141,0.000146754523708193,0.523599573341709,0
"AA-AA-000-0000","kri0004","X107X",3,1,7098,0.000140884756269372,-0.531640940473087,0
"AA-AA-000-0000","kri0004","X207X",3,1,7191,0.000139062717285496,-0.542866994219649,0
"AA-AA-000-0000","kri0004","X009X",6,2,14658,0.000136444262518761,-0.481726856108006,0
