studyid,workflowid,threshold,x,y
AA-AA-000-0000,kri0001,-8,5.68629436111989,0
AA-AA-000-0000,kri0001,-5,5.68629436111989,0
AA-AA-000-0000,kri0001,0,5.68629436111989,1.71189687972386
AA-AA-000-0000,kri0001,5,5.68629436111989,11.7004461816422
AA-AA-000-0000,kri0001,8,5.68629436111989,20.455770936415
AA-AA-000-0000,kri0001,-8,5.73629436111989,0
AA-AA-000-0000,kri0001,-5,5.73629436111989,0
AA-AA-000-0000,kri0001,0,5.73629436111989,1.79599771477381
AA-AA-000-0000,kri0001,5,5.73629436111989,11.9535423294419
AA-AA-000-0000,kri0001,8,5.73629436111989,20.823119948981
AA-AA-000-0000,kri0001,-8,5.78629436111989,0
AA-AA-000-0000,kri0001,-5,5.78629436111989,0
AA-AA-000-0000,kri0001,0,5.78629436111989,1.88423019498292
AA-AA-000-0000,kri0001,5,5.78629436111989,12.2145502350526
AA-AA-000-0000,kri0001,8,5.78629436111989,21.2006424441631
AA-AA-000-0000,kri0001,-8,5.83629436111989,0
AA-AA-000-0000,kri0001,-5,5.83629436111989,0
AA-AA-000-0000,kri0001,0,5.83629436111989,1.97679729683425
AA-AA-000-0000,kri0001,5,5.83629436111989,12.483765333101
AA-AA-000-0000,kri0001,8,5.83629436111989,21.5886873930358
AA-AA-000-0000,kri0001,-8,5.88629436111989,0
AA-AA-000-0000,kri0001,-5,5.88629436111989,0
AA-AA-000-0000,kri0001,0,5.88629436111989,2.07391196849313
AA-AA-000-0000,kri0001,5,5.88629436111989,12.7614953258588
AA-AA-000-0000,kri0001,8,5.88629436111989,21.9876173965697
AA-AA-000-0000,kri0001,-8,5.93629436111989,0
AA-AA-000-0000,kri0001,-5,5.93629436111989,0
AA-AA-000-0000,kri0001,0,5.93629436111989,2.17579761968871
AA-AA-000-0000,kri0001,5,5.93629436111989,13.0480607288637
AA-AA-000-0000,kri0001,8,5.93629436111989,22.3978092658825
AA-AA-000-0000,kri0001,-8,5.98629436111989,0
AA-AA-000-0000,kri0001,-5,5.98629436111989,0
AA-AA-000-0000,kri0001,0,5.98629436111989,2.28268863566218
AA-AA-000-0000,kri0001,5,5.98629436111989,13.3437954419192
AA-AA-000-0000,kri0001,8,5.98629436111989,22.8196546286951
AA-AA-000-0000,kri0001,-8,6.03629436111989,0
AA-AA-000-0000,kri0001,-5,6.03629436111989,0
AA-AA-000-0000,kri0001,0,6.03629436111989,2.39483091636379
AA-AA-000-0000,kri0001,5,6.03629436111989,13.6490473466899
AA-AA-000-0000,kri0001,8,6.03629436111989,23.2535605632234
AA-AA-000-0000,kri0001,-8,6.08629436111989,0
AA-AA-000-0000,kri0001,-5,6.08629436111989,0
AA-AA-000-0000,kri0001,0,6.08629436111989,2.51248244213917
AA-AA-000-0000,kri0001,5,6.08629436111989,13.964178932162
AA-AA-000-0000,kri0001,8,6.08629436111989,23.6999502607985
AA-AA-000-0000,kri0001,-8,6.13629436111989,0
AA-AA-000-0000,kri0001,-5,6.13629436111989,0
AA-AA-000-0000,kri0001,0,6.13629436111989,2.63591386720626
AA-AA-000-0000,kri0001,5,6.13629436111989,14.2895679493053
AA-AA-000-0000,kri0001,8,6.13629436111989,24.1592637185658
AA-AA-000-0000,kri0001,-8,6.18629436111989,0
AA-AA-000-0000,kri0001,-5,6.18629436111989,0
AA-AA-000-0000,kri0001,0,6.18629436111989,2.76540914228822
AA-AA-000-0000,kri0001,5,6.18629436111989,14.6256080963355
AA-AA-000-0000,kri0001,8,6.18629436111989,24.6319584636835
AA-AA-000-0000,kri0001,-8,6.23629436111989,0
AA-AA-000-0000,kri0001,-5,6.23629436111989,0
AA-AA-000-0000,kri0001,0,6.23629436111989,2.90126616783447
AA-AA-000-0000,kri0001,5,6.23629436111989,14.9727097360429
AA-AA-000-0000,kri0001,8,6.23629436111989,25.1185103105046
AA-AA-000-0000,kri0001,-8,6.28629436111989,0
AA-AA-000-0000,kri0001,-5,6.28629436111989,0
AA-AA-000-0000,kri0001,0,6.28629436111989,3.04379747933285
AA-AA-000-0000,kri0001,5,6.28629436111989,15.3313006467278
AA-AA-000-0000,kri0001,8,6.28629436111989,25.6194141523019
AA-AA-000-0000,kri0001,-8,6.33629436111989,0
AA-AA-000-0000,kri0001,-5,6.33629436111989,0
AA-AA-000-0000,kri0001,0,6.33629436111989,3.1933309662892
AA-AA-000-0000,kri0001,5,6.33629436111989,15.7018268083544
AA-AA-000-0000,kri0001,8,6.33629436111989,26.1351847891695
AA-AA-000-0000,kri0001,-8,6.38629436111989,0
AA-AA-000-0000,kri0001,-5,6.38629436111989,0
AA-AA-000-0000,kri0001,0,6.38629436111989,3.35021062652849
AA-AA-000-0000,kri0001,5,6.38629436111989,16.0847532256148
AA-AA-000-0000,kri0001,8,6.38629436111989,26.6663577938126
AA-AA-000-0000,kri0001,-8,6.43629436111989,0
AA-AA-000-0000,kri0001,-5,6.43629436111989,0
AA-AA-000-0000,kri0001,0,6.43629436111989,3.51479735755267
AA-AA-000-0000,kri0001,5,6.43629436111989,16.4805647896783
AA-AA-000-0000,kri0001,8,6.43629436111989,27.2134904170198
AA-AA-000-0000,kri0001,-8,6.48629436111989,0
AA-AA-000-0000,kri0001,-5,6.48629436111989,0
AA-AA-000-0000,kri0001,0,6.48629436111989,3.68746978677586
AA-AA-000-0000,kri0001,5,6.48629436111989,16.8897671804841
AA-AA-000-0000,kri0001,8,6.48629436111989,27.7771625347021
AA-AA-000-0000,kri0001,-8,6.53629436111989,0
AA-AA-000-0000,kri0001,-5,6.53629436111989,0
AA-AA-000-0000,kri0001,0,6.53629436111989,3.86862514254666
AA-AA-000-0000,kri0001,5,6.53629436111989,17.3128878115299
AA-AA-000-0000,kri0001,8,6.53629436111989,28.3579776384684
AA-AA-000-0000,kri0001,-8,6.58629436111989,0
AA-AA-000-0000,kri0001,-5,6.58629436111989,0
AA-AA-000-0000,kri0001,0,6.58629436111989,4.05868016796142
AA-AA-000-0000,kri0001,5,6.58629436111989,17.7504768192007
AA-AA-000-0000,kri0001,8,6.58629436111989,28.9565638718081
AA-AA-000-0000,kri0001,-8,6.63629436111989,0
AA-AA-000-0000,kri0001,-5,6.63629436111989,0
AA-AA-000-0000,kri0001,0,6.63629436111989,4.25807207957077
AA-AA-000-0000,kri0001,5,6.63629436111989,18.2031080987834
AA-AA-000-0000,kri0001,8,6.63629436111989,29.573575114048
AA-AA-000-0000,kri0001,-8,6.68629436111989,0
AA-AA-000-0000,kri0001,-5,6.68629436111989,0
AA-AA-000-0000,kri0001,0,6.68629436111989,4.46725957318459
AA-AA-000-0000,kri0001,5,6.68629436111989,18.6713803894155
AA-AA-000-0000,kri0001,8,6.68629436111989,30.2096921143565
AA-AA-000-0000,kri0001,-8,6.73629436111989,0
AA-AA-000-0000,kri0001,-5,6.73629436111989,0
AA-AA-000-0000,kri0001,0,6.73629436111989,4.68672387908968
AA-AA-000-0000,kri0001,5,6.73629436111989,19.1559184103288
AA-AA-000-0000,kri0001,8,6.73629436111989,30.8656236781799
AA-AA-000-0000,kri0001,-8,6.78629436111989,0
AA-AA-000-0000,kri0001,-5,6.78629436111989,0
AA-AA-000-0000,kri0001,0,6.78629436111989,4.91696986910722
AA-AA-000-0000,kri0001,5,6.78629436111989,19.6573740508598
AA-AA-000-0000,kri0001,8,6.78629436111989,31.5421079086076
AA-AA-000-0000,kri0001,-8,6.83629436111989,0
AA-AA-000-0000,kri0001,-5,6.83629436111989,0
AA-AA-000-0000,kri0001,0,6.83629436111989,5.15852721803704
AA-AA-000-0000,kri0001,5,6.83629436111989,20.176427616822
AA-AA-000-0000,kri0001,8,6.83629436111989,32.2399135052887
AA-AA-000-0000,kri0001,-8,6.88629436111989,0
AA-AA-000-0000,kri0001,-5,6.88629436111989,0
AA-AA-000-0000,kri0001,0,6.88629436111989,5.41195162216048
AA-AA-000-0000,kri0001,5,6.88629436111989,20.7137891359605
AA-AA-000-0000,kri0001,8,6.88629436111989,32.9598411236446
AA-AA-000-0000,kri0001,-8,6.93629436111989,0
AA-AA-000-0000,kri0001,-5,6.93629436111989,0
AA-AA-000-0000,kri0001,0,6.93629436111989,5.67782607760491
AA-AA-000-0000,kri0001,5,6.93629436111989,21.2701997253414
AA-AA-000-0000,kri0001,8,6.93629436111989,33.7027247972598
AA-AA-000-0000,kri0001,-8,6.98629436111989,0
AA-AA-000-0000,kri0001,-5,6.98629436111989,0
AA-AA-000-0000,kri0001,0,6.98629436111989,5.95676222151093
AA-AA-000-0000,kri0001,5,6.98629436111989,21.8464330236693
AA-AA-000-0000,kri0001,8,6.98629436111989,34.4694334264689
AA-AA-000-0000,kri0001,-8,7.03629436111989,0
AA-AA-000-0000,kri0001,-5,7.03629436111989,0
AA-AA-000-0000,kri0001,0,7.03629436111989,6.24940173908739
AA-AA-000-0000,kri0001,5,7.03629436111989,22.4432966916689
AA-AA-000-0000,kri0001,8,7.03629436111989,35.2608723363089
AA-AA-000-0000,kri0001,-8,7.08629436111989,0
AA-AA-000-0000,kri0001,-5,7.08629436111989,0
AA-AA-000-0000,kri0001,0,7.08629436111989,6.55641783979119
AA-AA-000-0000,kri0001,5,7.08629436111989,23.061633983823
AA-AA-000-0000,kri0001,8,7.08629436111989,36.0779849071541
AA-AA-000-0000,kri0001,-8,7.13629436111989,0
AA-AA-000-0000,kri0001,-5,7.13629436111989,0
AA-AA-000-0000,kri0001,0,7.13629436111989,6.87851680602784
AA-AA-000-0000,kri0001,5,7.13629436111989,23.7023253949168
AA-AA-000-0000,kri0001,8,7.13629436111989,36.9217542815174
AA-AA-000-0000,kri0001,-8,7.18629436111989,0
AA-AA-000-0000,kri0001,-5,7.18629436111989,0
AA-AA-000-0000,kri0001,0,7.18629436111989,7.21643961793538
AA-AA-000-0000,kri0001,5,7.18629436111989,24.366290385009
AA-AA-000-0000,kri0001,8,7.18629436111989,37.793205150667
AA-AA-000-0000,kri0001,-8,7.23629436111989,0
AA-AA-000-0000,kri0001,-5,7.23629436111989,0
AA-AA-000-0000,kri0001,0,7.23629436111989,7.57096365798956
AA-AA-000-0000,kri0001,5,7.23629436111989,25.0544891866243
AA-AA-000-0000,kri0001,8,7.23629436111989,38.6934056248868
AA-AA-000-0000,kri0001,-8,7.28629436111989,0
AA-AA-000-0000,kri0001,-5,7.28629436111989,0
AA-AA-000-0000,kri0001,0,7.28629436111989,7.9429044993517
AA-AA-000-0000,kri0001,5,7.28629436111989,25.7679246981492
AA-AA-000-0000,kri0001,8,7.28629436111989,39.6234691913951
AA-AA-000-0000,kri0001,-8,7.33629436111989,0
AA-AA-000-0000,kri0001,-5,7.33629436111989,0
AA-AA-000-0000,kri0001,0,7.33629436111989,8.33311778207303
AA-AA-000-0000,kri0001,5,7.33629436111989,26.5076444676058
AA-AA-000-0000,kri0001,8,7.33629436111989,40.5845567641286
AA-AA-000-0000,kri0001,-8,7.38629436111989,0
AA-AA-000-0000,kri0001,-5,7.38629436111989,0
AA-AA-000-0000,kri0001,0,7.38629436111989,8.74250118147203
AA-AA-000-0000,kri0001,5,7.38629436111989,27.2747427711816
AA-AA-000-0000,kri0001,8,7.38629436111989,41.5778788298071
AA-AA-000-0000,kri0001,-8,7.43629436111989,0
AA-AA-000-0000,kri0001,-5,7.43629436111989,0
AA-AA-000-0000,kri0001,0,7.43629436111989,9.1719964732127
AA-AA-000-0000,kri0001,5,7.43629436111989,28.0703627911089
AA-AA-000-0000,kri0001,8,7.43629436111989,42.6046976949053
AA-AA-000-0000,kri0001,-8,7.48629436111989,0
AA-AA-000-0000,kri0001,-5,7.48629436111989,0
AA-AA-000-0000,kri0001,0,7.48629436111989,9.6225916998345
AA-AA-000-0000,kri0001,5,7.48629436111989,28.8956988977091
AA-AA-000-0000,kri0001,8,7.48629436111989,43.6663298383866
AA-AA-000-0000,kri0001,-8,7.53629436111989,0
AA-AA-000-0000,kri0001,-5,7.53629436111989,0
AA-AA-000-0000,kri0001,0,7.53629436111989,10.0953234437181
AA-AA-000-0000,kri0001,5,7.53629436111989,29.7519990406537
AA-AA-000-0000,kri0001,8,7.53629436111989,44.7641483752868
AA-AA-000-0000,kri0001,-8,7.58629436111989,0
AA-AA-000-0000,kri0001,-5,7.58629436111989,0
AA-AA-000-0000,kri0001,0,7.58629436111989,10.5912792117156
AA-AA-000-0000,kri0001,5,7.58629436111989,30.6405672547398
AA-AA-000-0000,kri0001,8,7.58629436111989,45.8995856364839
AA-AA-000-0000,kri0001,-8,7.63629436111989,0
AA-AA-000-0000,kri0001,-5,7.63629436111989,0
AA-AA-000-0000,kri0001,0,7.63629436111989,11.1115999369313
AA-AA-000-0000,kri0001,5,7.63629436111989,31.5627662857367
AA-AA-000-0000,kri0001,8,7.63629436111989,47.0741358702526
AA-AA-000-0000,kri0001,-8,7.68629436111989,0
AA-AA-000-0000,kri0001,-5,7.68629436111989,0
AA-AA-000-0000,kri0001,0,7.68629436111989,11.657482603408
AA-AA-000-0000,kri0001,5,7.68629436111989,32.5200203421312
AA-AA-000-0000,kri0001,8,7.68629436111989,48.2893580714705
AA-AA-000-0000,kri0001,-8,7.73629436111989,0
AA-AA-000-0000,kri0001,-5,7.73629436111989,0
AA-AA-000-0000,kri0001,0,7.73629436111989,12.2301829997572
AA-AA-000-0000,kri0001,5,7.73629436111989,33.5138179788837
AA-AA-000-0000,kri0001,8,7.73629436111989,49.5468789446311
AA-AA-000-0000,kri0001,-8,7.78629436111989,0
AA-AA-000-0000,kri0001,-5,7.78629436111989,0.0506566823419985
AA-AA-000-0000,kri0001,0,7.78629436111989,12.8310186080674
AA-AA-000-0000,kri0001,5,7.78629436111989,34.5457151196066
AA-AA-000-0000,kri0001,8,7.78629436111989,50.8483960071182
AA-AA-000-0000,kri0001,-8,7.83629436111989,0
AA-AA-000-0000,kri0001,-5,7.83629436111989,0.181099263510677
AA-AA-000-0000,kri0001,0,7.83629436111989,13.4613716347368
AA-AA-000-0000,kri0001,5,7.83629436111989,35.6173382238874
AA-AA-000-0000,kri0001,8,7.83629436111989,52.195680839509
AA-AA-000-0000,kri0001,-8,7.88629436111989,0
AA-AA-000-0000,kri0001,-5,7.88629436111989,0.344206696500528
AA-AA-000-0000,kri0001,0,7.88629436111989,14.1226921902025
AA-AA-000-0000,kri0001,5,7.88629436111989,36.7303876068105
AA-AA-000-0000,kri0001,8,7.88629436111989,53.5905824900061
AA-AA-000-0000,kri0001,-8,7.93629436111989,0
AA-AA-000-0000,kri0001,-5,7.93629436111989,0.536398688445206
AA-AA-000-0000,kri0001,0,7.93629436111989,14.8165016248812
AA-AA-000-0000,kri0001,5,7.93629436111989,37.8866409180724
AA-AA-000-0000,kri0001,8,7.93629436111989,55.0350310404396
AA-AA-000-0000,kri0001,-8,7.98629436111989,0
AA-AA-000-0000,kri0001,-5,7.98629436111989,0.756891541971772
AA-AA-000-0000,kri0001,0,7.98629436111989,15.5443960289953
AA-AA-000-0000,kri0001,5,7.98629436111989,39.0879567884497
AA-AA-000-0000,kri0001,8,7.98629436111989,56.5310413416486
AA-AA-000-0000,kri0001,-8,8.03629436111989,0
AA-AA-000-0000,kri0001,-5,8.03629436111989,1.00587761600657
AA-AA-000-0000,kri0001,0,8.03629436111989,16.3080499043365
AA-AA-000-0000,kri0001,5,8.03629436111989,40.3362786517567
AA-AA-000-0000,kri0001,8,8.03629436111989,58.0807169264268
AA-AA-000-0000,kri0001,-8,8.08629436111989,0
AA-AA-000-0000,kri0001,-5,8.08629436111989,1.28404855132361
AA-AA-000-0000,kri0001,0,8.08629436111989,17.1092200164124
AA-AA-000-0000,kri0001,5,8.08629436111989,41.6336387508269
AA-AA-000-0000,kri0001,8,8.08629436111989,59.6862541086194
AA-AA-000-0000,kri0001,-8,8.13629436111989,0
AA-AA-000-0000,kri0001,-5,8.13629436111989,1.59241033019726
AA-AA-000-0000,kri0001,0,8.13629436111989,17.9497494358396
AA-AA-000-0000,kri0001,5,8.13629436111989,42.9821623364704
AA-AA-000-0000,kri0001,8,8.13629436111989,61.3499462773763
AA-AA-000-0000,kri0001,-8,8.18629436111989,0
AA-AA-000-0000,kri0001,-5,8.18629436111989,1.93219684616085
AA-AA-000-0000,kri0001,0,8.18629436111989,18.8315717782782
AA-AA-000-0000,kri0001,5,8.18629436111989,44.3840720687965
AA-AA-000-0000,kri0001,8,8.18629436111989,63.0741883960027
AA-AA-000-0000,kri0001,-8,8.23629436111989,0
AA-AA-000-0000,kri0001,-5,8.23629436111989,2.30482506993626
AA-AA-000-0000,kri0001,0,8.23629436111989,19.7567156526637
AA-AA-000-0000,kri0001,5,8.23629436111989,45.8416926307498
AA-AA-000-0000,kri0001,8,8.23629436111989,64.861481715314
AA-AA-000-0000,kri0001,-8,8.28629436111989,0
AA-AA-000-0000,kri0001,-5,8.28629436111989,2.71187049241511
AA-AA-000-0000,kri0001,0,8.28629436111989,20.7273093279681
AA-AA-000-0000,kri0001,5,8.28629436111989,47.3574555641894
AA-AA-000-0000,kri0001,8,8.28629436111989,66.7144387118803
AA-AA-000-0000,kri0001,-8,8.33629436111989,0
AA-AA-000-0000,kri0001,-5,8.33629436111989,3.15505352816822
AA-AA-000-0000,kri0001,0,8.33629436111989,21.7455856292263
AA-AA-000-0000,kri0001,5,8.33629436111989,48.9339043393461
AA-AA-000-0000,kri0001,8,8.33629436111989,68.6357882620528
AA-AA-000-0000,kri0001,-8,8.38629436111989,0
AA-AA-000-0000,kri0001,-5,8.38629436111989,3.63623234008786
AA-AA-000-0000,kri0001,0,8.38629436111989,22.8138870740908
AA-AA-000-0000,kri0001,5,8.38629436111989,50.5736996690222
AA-AA-000-0000,kri0001,8,8.38629436111989,70.6283810632001
AA-AA-000-0000,kri0001,-8,8.43629436111989,0
AA-AA-000-0000,kri0001,-5,8.43629436111989,4.1573996861449
AA-AA-000-0000,kri0001,0,8.43629436111989,23.9346712617316
AA-AA-000-0000,kri0001,5,8.43629436111989,52.2796250794535
AA-AA-000-0000,kri0001,8,8.43629436111989,72.6951953141333
AA-AA-000-0000,kri0001,-8,8.48629436111989,0
AA-AA-000-0000,kri0001,-5,8.48629436111989,4.72068243829571
AA-AA-000-0000,kri0001,0,8.48629436111989,25.1105165264781
AA-AA-000-0000,kri0001,5,8.48629436111989,54.0545927503383
AA-AA-000-0000,kri0001,8,8.48629436111989,74.839342667289
AA-AA-000-0000,kri0001,-8,8.53629436111989,0
AA-AA-000-0000,kri0001,-5,8.53629436111989,5.32834297549418
AA-AA-000-0000,kri0001,0,8.53629436111989,26.3441278692086
AA-AA-000-0000,kri0001,5,8.53629436111989,55.9016496371469
AA-AA-000-0000,kri0001,8,8.53629436111989,77.0640744658494
AA-AA-000-0000,kri0001,-8,8.58629436111989,0
AA-AA-000-0000,kri0001,-5,8.58629436111989,5.98278196037803
AA-AA-000-0000,kri0001,0,8.58629436111989,27.6383431801333
AA-AA-000-0000,kri0001,5,8.58629436111989,57.8239838894684
AA-AA-000-0000,kri0001,8,8.58629436111989,79.3727882796227
AA-AA-000-0000,kri0001,-8,8.63629436111989,0
AA-AA-000-0000,kri0001,-5,8.63629436111989,6.68654218910763
AA-AA-000-0000,kri0001,0,8.63629436111989,28.9961397672859
AA-AA-000-0000,kri0001,5,8.63629436111989,59.8249315798249
AA-AA-000-0000,kri0001,8,8.63629436111989,81.769034754183
AA-AA-000-0000,kri0001,-8,8.68629436111989,0
AA-AA-000-0000,kri0001,-5,8.68629436111989,7.44231331346642
AA-AA-000-0000,kri0001,0,8.68629436111989,30.4206412057411
AA-AA-000-0000,kri0001,5,8.68629436111989,61.9079837580873
AA-AA-000-0000,kri0001,8,8.68629436111989,84.2565247884732
AA-AA-000-0000,kri0001,-8,8.73629436111989,0
AA-AA-000-0000,kri0001,-5,8.73629436111989,8.25293730358446
AA-AA-000-0000,kri0001,0,8.73629436111989,31.915124523317
AA-AA-000-0000,kri0001,5,8.73629436111989,64.0767938473706
AA-AA-000-0000,kri0001,8,8.73629436111989,86.8391370568235
AA-AA-000-0000,kri0001,-8,8.78629436111989,0.25177663596987
AA-AA-000-0000,kri0001,-5,8.78629436111989,9.12141456480803
AA-AA-000-0000,kri0001,0,8.78629436111989,33.4830277392905
AA-AA-000-0000,kri0001,5,8.78629436111989,66.3351853980594
AA-AA-000-0000,kri0001,8,8.78629436111989,89.5209258921077
AA-AA-000-0000,kri0001,-8,8.83629436111989,0.621238153583484
AA-AA-000-0000,kri0001,-5,8.83629436111989,10.0509106525711
AA-AA-000-0000,kri0001,0,8.83629436111989,35.1279577734693
AA-AA-000-0000,kri0001,5,8.83629436111989,68.6871602174335
AA-AA-000-0000,kri0001,8,8.83629436111989,92.3061295475852
AA-AA-000-0000,kri0001,-8,8.88629436111989,1.06905376996907
AA-AA-000-0000,kri0001,-5,8.88629436111989,11.0447635500614
AA-AA-000-0000,kri0001,0,8.88629436111989,36.8536987438159
AA-AA-000-0000,kri0001,5,8.88629436111989,71.1369068932157
AA-AA-000-0000,kri0001,8,8.88629436111989,95.1991788558272
AA-AA-000-0000,kri0001,-8,8.93629436111989,1.59007629735908
AA-AA-000-0000,kri0001,-5,8.93629436111989,12.1064914883167
AA-AA-000-0000,kri0001,0,8.93629436111989,38.6642206717103
AA-AA-000-0000,kri0001,5,8.93629436111989,73.6888097302619
AA-AA-000-0000,kri0001,8,8.93629436111989,98.2047063040288
AA-AA-000-0000,kri0001,-8,8.98629436111989,2.18354224830663
AA-AA-000-0000,kri0001,-5,8.98629436111989,13.2398012991925
AA-AA-000-0000,kri0001,0,8.98629436111989,40.563688614879
AA-AA-000-0000,kri0001,5,8.98629436111989,76.3474581205537
AA-AA-000-0000,kri0001,8,8.98629436111989,101.327555545948
AA-AA-000-0000,kri0001,-8,9.03629436111989,2.85054017446267
AA-AA-000-0000,kri0001,-5,9.03629436111989,14.4485972997182
AA-AA-000-0000,kri0001,0,9.03629436111989,42.5564722490005
AA-AA-000-0000,kri0001,5,9.03629436111989,79.1176563676438
AA-AA-000-0000,kri0001,8,9.03629436111989,104.572791371704
AA-AA-000-0000,kri0001,-8,9.08629436111989,3.59319977252019
AA-AA-000-0000,kri0001,-5,9.08629436111989,15.7369907125709
AA-AA-000-0000,kri0001,0,9.08629436111989,44.6471559200275
AA-AA-000-0000,kri0001,5,9.08629436111989,82.004433987732
AA-AA-000-0000,kri0001,8,9.08629436111989,107.945710157709
AA-AA-000-0000,kri0001,-8,9.13629436111989,4.41434828918424
AA-AA-000-0000,kri0001,-5,9.13629436111989,17.1093096323102
AA-AA-000-0000,kri0001,0,9.13629436111989,46.8405491903541
AA-AA-000-0000,kri0001,5,9.13629436111989,85.0130565106496
AA-AA-000-0000,kri0001,8,9.13629436111989,111.451850820076
AA-AA-000-0000,kri0001,-8,9.18629436111989,5.31734189671389
AA-AA-000-0000,kri0001,-5,9.18629436111989,18.5701095510183
AA-AA-000-0000,kri0001,0,9.18629436111989,49.1416979030863
AA-AA-000-0000,kri0001,5,9.18629436111989,88.1490368051521
AA-AA-000-0000,kri0001,8,9.18629436111989,115.097006296028
AA-AA-000-0000,kri0001,-8,9.23629436111989,6.30597583112022
AA-AA-000-0000,kri0001,-5,9.23629436111989,20.1241844603642
AA-AA-000-0000,kri0001,0,9.23629436111989,51.5558957898704
AA-AA-000-0000,kri0001,5,9.23629436111989,91.418146954132
AA-AA-000-0000,kri0001,8,9.23629436111989,118.887235578973
AA-AA-000-0000,kri0001,-8,9.28629436111989,7.3844346875604
AA-AA-000-0000,kri0001,-5,9.28629436111989,21.7765785500151
AA-AA-000-0000,kri0001,0,9.28629436111989,54.0886966489826
AA-AA-000-0000,kri0001,5,9.28629436111989,94.8264307066067
AA-AA-000-0000,kri0001,8,9.28629436111989,122.828876334234
AA-AA-000-0000,kri0001,-8,9.33629436111989,8.55726517900664
AA-AA-000-0000,kri0001,-5,9.33629436111989,23.5325985249239
AA-AA-000-0000,kri0001,0,9.33629436111989,56.7459271216944
AA-AA-000-0000,kri0001,5,9.33629436111989,98.3802165346553
AA-AA-000-0000,kri0001,8,9.33629436111989,126.928558123668
AA-AA-000-0000,kri0001,-8,9.38629436111989,9.82936242854753
AA-AA-000-0000,kri0001,-5,9.38629436111989,25.3978265663984
AA-AA-000-0000,kri0001,0,9.38629436111989,59.533700096307
AA-AA-000-0000,kri0001,5,9.38629436111989,102.086131324861
AA-AA-000-0000,kri0001,8,9.38629436111989,131.193216268865
AA-AA-000-0000,kri0001,-8,9.43629436111989,11.2059649471835
AA-AA-000-0000,kri0001,-5,9.43629436111989,27.3781339640886
AA-AA-000-0000,kri0001,0,9.43629436111989,62.4584287706884
AA-AA-000-0000,kri0001,5,9.43629436111989,105.951114735257
AA-AA-000-0000,kri0001,8,9.43629436111989,135.630106383993
AA-AA-000-0000,kri0001,-8,9.48629436111989,12.692655510763
AA-AA-000-0000,kri0001,-5,9.48629436111989,29.4796954481706
AA-AA-000-0000,kri0001,0,9.48629436111989,65.5268414056654
AA-AA-000-0000,kri0001,5,9.48629436111989,109.982434250303
AA-AA-000-0000,kri0001,8,9.48629436111989,140.246819610955
AA-AA-000-0000,kri0001,-8,9.53629436111989,14.2953662612265
AA-AA-000-0000,kri0001,-5,9.53629436111989,31.7090042530918
AA-AA-000-0000,kri0001,0,9.53629436111989,68.7459968032095
AA-AA-000-0000,kri0001,5,9.53629436111989,114.187700968
AA-AA-000-0000,kri0001,8,9.53629436111989,145.051298591036
AA-AA-000-0000,kri0001,-8,9.58629436111989,16.020386989492
AA-AA-000-0000,kri0001,-5,9.58629436111989,34.0728879463087
AA-AA-000-0000,kri0001,0,9.58629436111989,72.1233005450231
AA-AA-000-0000,kri0001,5,9.58629436111989,118.574886154931
AA-AA-000-0000,kri0001,8,9.58629436111989,150.051854208972
AA-AA-000-0000,kri0001,-8,9.63629436111989,17.874375933436
AA-AA-000-0000,kri0001,-5,9.63629436111989,36.5785250575232
AA-AA-000-0000,kri0001,0,9.63629436111989,75.6665220288857
AA-AA-000-0000,kri0001,5,9.63629436111989,123.152338606774
AA-AA-000-0000,kri0001,8,9.63629436111989,155.257183147074
AA-AA-000-0000,kri0001,-8,9.68629436111989,19.8643726570623
AA-AA-000-0000,kri0001,-5,9.68629436111989,39.2334625460159
AA-AA-000-0000,kri0001,0,9.68629436111989,79.3838123419452
AA-AA-000-0000,kri0001,5,9.68629436111989,127.92880285365
AA-AA-000-0000,kri0001,8,9.68629436111989,160.676386288896
AA-AA-000-0000,kri0001,-8,9.73629436111989,21.9978127258484
AA-AA-000-0000,kri0001,-5,9.73629436111989,42.0456341458228
AA-AA-000-0000,kri0001,0,9.73629436111989,83.28372301208
AA-AA-000-0000,kri0001,5,9.73629436111989,132.913438251637
AA-AA-000-0000,kri0001,8,9.73629436111989,166.31898801389
AA-AA-000-0000,kri0001,-8,9.78629436111989,24.2825439915379
AA-AA-000-0000,kri0001,-5,9.78629436111989,45.0233796306854
AA-AA-000-0000,kri0001,0,9.78629436111989,87.3752256804618
AA-AA-000-0000,kri0001,5,9.78629436111989,138.11583900376
AA-AA-000-0000,kri0001,8,9.78629436111989,172.194956426488
AA-AA-000-0000,kri0001,-8,9.83629436111989,26.7268443663865
AA-AA-000-0000,kri0001,-5,9.83629436111989,48.1754650429789
AA-AA-000-0000,kri0001,0,9.83629436111989,91.667732740577
AA-AA-000-0000,kri0001,5,9.83629436111989,143.546055155934
AA-AA-000-0000,kri0001,8,9.83629436111989,178.314724565198
AA-AA-000-0000,kri0001,-8,9.88629436111989,29.339441013445
AA-AA-000-0000,kri0001,-5,9.88629436111989,51.5111039331594
AA-AA-000-0000,kri0001,0,9.88629436111989,96.1711189911913
AA-AA-000-0000,kri0001,5,9.88629436111989,149.214614615534
AA-AA-000-0000,kri0001,8,9.88629436111989,184.689212639516
AA-AA-000-0000,kri0001,-8,9.93629436111989,32.1295309128133
