studyid,workflowid,snapshot_date,n,n_at_risk,n_flagged
AA-AA-000-0000,kri0001,2010-06-01,147,0,4
AA-AA-000-0000,kri0001,2010-09-01,148,1,3
AA-AA-000-0000,kri0001,2010-12-01,148,0,4
AA-AA-000-0000,kri0001,2011-03-01,151,0,4
AA-AA-000-0000,kri0001,2011-06-01,152,1,3
AA-AA-000-0000,kri0001,2011-09-01,156,1,3
AA-AA-000-0000,kri0001,2011-12-01,159,1,3
AA-AA-000-0000,kri0001,2012-03-01,160,1,4
AA-AA-000-0000,kri0001,2012-06-01,160,1,4
AA-AA-000-0000,kri0001,2012-09-01,162,1,4
AA-AA-000-0000,kri0001,2012-12-01,165,1,4
AA-AA-000-0000,kri0001,2013-03-01,165,2,4
AA-AA-000-0000,kri0001,2013-06-01,166,3,3
AA-AA-000-0000,kri0001,2013-09-01,166,2,4
AA-AA-000-0000,kri0001,2013-12-01,167,1,3
AA-AA-000-0000,kri0001,2014-03-01,168,2,3
AA-AA-000-0000,kri0001,2014-06-01,168,2,3
AA-AA-000-0000,kri0001,2014-09-01,168,1,3
AA-AA-000-0000,kri0001,2014-12-01,169,1,3
AA-AA-000-0000,kri0001,2015-03-01,169,1,3
AA-AA-000-0000,kri0001,2015-06-01,170,2,3
AA-AA-000-0000,kri0001,2015-09-01,171,2,3
AA-AA-000-0000,kri0001,2015-12-01,171,2,3
AA-AA-000-0000,kri0001,2016-03-01,171,2,3
AA-AA-000-0000,kri0001,2016-06-01,171,2,3
AA-AA-000-0000,kri0001,2016-09-01,172,2,3
AA-AA-000-0000,kri0001,2016-12-01,172,2,3
AA-AA-000-0000,kri0001,2017-03-01,172,2,3
AA-AA-000-0000,kri0001,2017-06-01,173,2,3
AA-AA-000-0000,kri0001,2017-09-01,174,0,3
AA-AA-000-0000,kri0001,2017-12-01,176,0,3
AA-AA-000-0000,kri0001,2018-03-01,176,0,3
AA-AA-000-0000,kri0001,2018-06-01,176,0,3
AA-AA-000-0000,kri0001,2018-09-01,176,0,3
AA-AA-000-0000,kri0001,2018-12-01,176,1,2
AA-AA-000-0000,kri0001,2019-03-01,176,2,2
AA-AA-000-0000,kri0001,2019-06-01,176,4,2
AA-AA-000-0000,kri0001,2019-09-01,176,4,2
AA-AA-000-0000,kri0001,2019-12-01,176,4,2
AA-AA-000-0000,kri0002,2003-12-01,6,,
AA-AA-000-0000,kri0002,2004-03-01,17,,
AA-AA-000-0000,kri0002,2004-06-01,29,,
AA-AA-000-0000,kri0002,2004-09-01,49,,
AA-AA-000-0000,kri0002,2004-12-01,58,,
AA-AA-000-0000,kri0002,2005-03-01,63,0,1
AA-AA-000-0000,kri0002,2005-06-01,70,0,1
AA-AA-000-0000,kri0002,2005-09-01,83,1,2
AA-AA-000-0000,kri0002,2005-12-01,90,0,2
AA-AA-000-0000,kri0002,2006-03-01,95,0,3
AA-AA-000-0000,kri0002,2006-06-01,100,0,3
AA-AA-000-0000,kri0002,2006-09-01,109,0,4
AA-AA-000-0000,kri0002,2006-12-01,116,0,5
AA-AA-000-0000,kri0002,2007-03-01,119,0,6
AA-AA-000-0000,kri0002,2007-06-01,121,2,5
AA-AA-000-0000,kri0002,2007-09-01,125,4,1
AA-AA-000-0000,kri0002,2007-12-01,129,5,1
AA-AA-000-0000,kri0002,2008-03-01,129,5,1
AA-AA-000-0000,kri0002,2008-06-01,134,4,2
AA-AA-000-0000,kri0002,2008-09-01,134,4,2
AA-AA-000-0000,kri0002,2008-12-01,136,5,2
AA-AA-000-0000,kri0002,2009-03-01,137,4,2
AA-AA-000-0000,kri0002,2009-06-01,139,6,1
AA-AA-000-0000,kri0002,2009-09-01,145,4,1
AA-AA-000-0000,kri0002,2009-12-01,145,5,1
AA-AA-000-0000,kri0002,2010-03-01,145,5,1
AA-AA-000-0000,kri0002,2010-06-01,147,4,1
AA-AA-000-0000,kri0002,2010-09-01,148,6,1
AA-AA-000-0000,kri0002,2010-12-01,148,4,2
AA-AA-000-0000,kri0002,2011-03-01,151,4,2
AA-AA-000-0000,kri0002,2011-06-01,152,5,2
AA-AA-000-0000,kri0002,2011-09-01,156,4,2
AA-AA-000-0000,kri0002,2011-12-01,159,5,2
AA-AA-000-0000,kri0002,2012-03-01,160,3,3
AA-AA-000-0000,kri0002,2012-06-01,160,4,3
AA-AA-000-0000,kri0002,2012-09-01,162,5,2
AA-AA-000-0000,kri0002,2012-12-01,165,5,2
AA-AA-000-0000,kri0002,2013-03-01,165,5,2
AA-AA-000-0000,kri0002,2013-06-01,166,6,2
AA-AA-000-0000,kri0002,2013-09-01,166,6,3
AA-AA-000-0000,kri0002,2013-12-01,167,6,3
AA-AA-000-0000,kri0002,2014-03-01,168,6,3
AA-AA-000-0000,kri0002,2014-06-01,168,6,3
AA-AA-000-0000,kri0002,2014-09-01,168,6,3
AA-AA-000-0000,kri0002,2014-12-01,169,6,3
AA-AA-000-0000,kri0002,2015-03-01,169,6,3
AA-AA-000-0000,kri0002,2015-06-01,170,7,3
AA-AA-000-0000,kri0002,2015-09-01,171,7,3
AA-AA-000-0000,kri0002,2015-12-01,171,7,3
AA-AA-000-0000,kri0002,2016-03-01,171,1,1
AA-AA-000-0000,kri0002,2016-06-01,171,1,1
AA-AA-000-0000,kri0002,2016-09-01,172,2,1
AA-AA-000-0000,kri0002,2016-12-01,172,2,1
AA-AA-000-0000,kri0002,2017-03-01,172,1,1
AA-AA-000-0000,kri0002,2017-06-01,173,1,1
AA-AA-000-0000,kri0002,2017-09-01,174,1,1
AA-AA-000-0000,kri0002,2017-12-01,176,1,1
AA-AA-000-0000,kri0002,2018-03-01,176,1,1
AA-AA-000-0000,kri0002,2018-06-01,176,1,1
AA-AA-000-0000,kri0002,2018-09-01,176,1,1
AA-AA-000-0000,kri0002,2018-12-01,176,1,1
AA-AA-000-0000,kri0002,2019-03-01,176,1,1
AA-AA-000-0000,kri0002,2019-06-01,176,1,1
AA-AA-000-0000,kri0002,2019-09-01,176,1,1
AA-AA-000-0000,kri0002,2019-12-01,176,1,1
AA-AA-000-0000,kri0003,2003-12-01,6,0,0
AA-AA-000-0000,kri0003,2004-03-01,18,0,1
AA-AA-000-0000,kri0003,2004-06-01,30,1,1
AA-AA-000-0000,kri0003,2004-09-01,50,0,1
AA-AA-000-0000,kri0003,2004-12-01,59,0,2
AA-AA-000-0000,kri0003,2005-03-01,64,0,2
AA-AA-000-0000,kri0003,2005-06-01,71,2,1
AA-AA-000-0000,kri0003,2005-09-01,84,4,1
AA-AA-000-0000,kri0003,2005-12-01,91,4,1
AA-AA-000-0000,kri0003,2006-03-01,96,3,1
AA-AA-000-0000,kri0003,2006-06-01,101,3,1
AA-AA-000-0000,kri0003,2006-09-01,110,3,1
AA-AA-000-0000,kri0003,2006-12-01,117,2,1
AA-AA-000-0000,kri0003,2007-03-01,120,3,1
AA-AA-000-0000,kri0003,2007-06-01,122,4,1
AA-AA-000-0000,kri0003,2007-09-01,126,3,1
AA-AA-000-0000,kri0003,2007-12-01,130,3,1
AA-AA-000-0000,kri0003,2008-03-01,130,2,2
AA-AA-000-0000,kri0003,2008-06-01,135,1,3
AA-AA-000-0000,kri0003,2008-09-01,135,2,2
AA-AA-000-0000,kri0003,2008-12-01,137,1,2
AA-AA-000-0000,kri0003,2009-03-01,138,2,2
AA-AA-000-0000,kri0003,2009-06-01,140,1,2
AA-AA-000-0000,kri0003,2009-09-01,145,3,2
AA-AA-000-0000,kri0003,2009-12-01,145,3,2
AA-AA-000-0000,kri0003,2010-03-01,145,1,3
AA-AA-000-0000,kri0003,2010-06-01,147,0,3
AA-AA-000-0000,kri0003,2010-09-01,148,0,3
AA-AA-000-0000,kri0003,2010-12-01,148,3,1
AA-AA-000-0000,kri0003,2011-03-01,151,2,2
AA-AA-000-0000,kri0003,2011-06-01,152,3,1
AA-AA-000-0000,kri0003,2011-09-01,156,3,1
AA-AA-000-0000,kri0003,2011-12-01,159,1,2
AA-AA-000-0000,kri0003,2012-03-01,160,2,2
AA-AA-000-0000,kri0003,2012-06-01,160,3,2
AA-AA-000-0000,kri0003,2012-09-01,162,1,2
AA-AA-000-0000,kri0003,2012-12-01,165,1,2
AA-AA-000-0000,kri0003,2013-03-01,165,1,2
AA-AA-000-0000,kri0003,2013-06-01,166,0,3
AA-AA-000-0000,kri0003,2013-09-01,166,0,3
AA-AA-000-0000,kri0003,2013-12-01,167,0,3
AA-AA-000-0000,kri0003,2014-03-01,168,0,3
AA-AA-000-0000,kri0003,2014-06-01,168,0,3
AA-AA-000-0000,kri0003,2014-09-01,168,1,3
AA-AA-000-0000,kri0003,2014-12-01,169,1,3
AA-AA-000-0000,kri0003,2015-03-01,169,1,3
AA-AA-000-0000,kri0003,2015-06-01,170,1,3
AA-AA-000-0000,kri0003,2015-09-01,171,1,3
AA-AA-000-0000,kri0003,2015-12-01,171,2,3
AA-AA-000-0000,kri0003,2016-03-01,171,2,3
AA-AA-000-0000,kri0003,2016-06-01,171,2,3
AA-AA-000-0000,kri0003,2016-09-01,172,2,3
AA-AA-000-0000,kri0003,2016-12-01,172,2,3
AA-AA-000-0000,kri0003,2017-03-01,172,2,2
AA-AA-000-0000,kri0003,2017-06-01,173,3,1
AA-AA-000-0000,kri0003,2017-09-01,174,1,3
AA-AA-000-0000,kri0003,2017-12-01,176,3,1
AA-AA-000-0000,kri0003,2018-03-01,176,3,1
AA-AA-000-0000,kri0003,2018-06-01,176,3,1
AA-AA-000-0000,kri0003,2018-09-01,176,3,1
AA-AA-000-0000,kri0003,2018-12-01,176,1,3
AA-AA-000-0000,kri0003,2019-03-01,176,1,4
AA-AA-000-0000,kri0003,2019-06-01,176,1,4
AA-AA-000-0000,kri0003,2019-09-01,176,2,4
AA-AA-000-0000,kri0003,2019-12-01,176,4,2
AA-AA-000-0000,kri0004,2003-12-01,6,0,0
AA-AA-000-0000,kri0004,2004-03-01,18,2,0
AA-AA-000-0000,kri0004,2004-06-01,30,3,0
AA-AA-000-0000,kri0004,2004-09-01,50,0,3
AA-AA-000-0000,kri0004,2004-12-01,59,5,0
AA-AA-000-0000,kri0004,2005-03-01,64,3,1
AA-AA-000-0000,kri0004,2005-06-01,71,3,1
AA-AA-000-0000,kri0004,2005-09-01,84,1,4
AA-AA-000-0000,kri0004,2005-12-01,91,3,3
AA-AA-000-0000,kri0004,2006-03-01,96,5,2
AA-AA-000-0000,kri0004,2006-06-01,101,5,2
AA-AA-000-0000,kri0004,2006-09-01,110,4,2
AA-AA-000-0000,kri0004,2006-12-01,117,6,3
AA-AA-000-0000,kri0004,2007-03-01,120,6,3
AA-AA-000-0000,kri0004,2007-06-01,122,4,2
AA-AA-000-0000,kri0004,2007-09-01,126,6,2
AA-AA-000-0000,kri0004,2007-12-01,130,6,2
AA-AA-000-0000,kri0004,2008-03-01,130,5,3
AA-AA-000-0000,kri0004,2008-06-01,135,4,3
AA-AA-000-0000,kri0004,2008-09-01,135,2,3
AA-AA-000-0000,kri0004,2008-12-01,137,1,4
AA-AA-000-0000,kri0004,2009-03-01,138,1,4
AA-AA-000-0000,kri0004,2009-06-01,140,1,4
AA-AA-000-0000,kri0004,2009-09-01,145,2,3
AA-AA-000-0000,kri0004,2009-12-01,145,2,3
AA-AA-000-0000,kri0004,2010-03-01,145,4,2
AA-AA-000-0000,kri0004,2010-06-01,147,4,1
AA-AA-000-0000,kri0004,2010-09-01,148,3,1
AA-AA-000-0000,kri0004,2010-12-01,148,3,2
AA-AA-000-0000,kri0004,2011-03-01,151,3,2
AA-AA-000-0000,kri0004,2011-06-01,152,5,1
AA-AA-000-0000,kri0004,2011-09-01,156,4,2
AA-AA-000-0000,kri0004,2011-12-01,159,2,2
AA-AA-000-0000,kri0004,2012-03-01,160,3,2
AA-AA-000-0000,kri0004,2012-06-01,160,3,2
AA-AA-000-0000,kri0004,2012-09-01,162,3,2
AA-AA-000-0000,kri0004,2012-12-01,165,3,2
AA-AA-000-0000,kri0004,2013-03-01,165,3,2
AA-AA-000-0000,kri0004,2013-06-01,166,3,2
AA-AA-000-0000,kri0004,2013-09-01,166,2,2
AA-AA-000-0000,kri0004,2013-12-01,167,2,2
AA-AA-000-0000,kri0004,2014-03-01,168,3,2
AA-AA-000-0000,kri0004,2014-06-01,168,3,2
AA-AA-000-0000,kri0004,2014-09-01,168,3,2
AA-AA-000-0000,kri0004,2014-12-01,169,3,2
AA-AA-000-0000,kri0004,2015-03-01,169,3,2
AA-AA-000-0000,kri0004,2015-06-01,170,3,2
AA-AA-000-0000,kri0004,2015-09-01,171,3,2
AA-AA-000-0000,kri0004,2015-12-01,171,3,2
AA-AA-000-0000,kri0004,2016-03-01,171,4,1
AA-AA-000-0000,kri0004,2016-06-01,171,4,1
AA-AA-000-0000,kri0004,2016-09-01,172,4,1
AA-AA-000-0000,kri0004,2016-12-01,172,4,1
AA-AA-000-0000,kri0004,2017-03-01,172,4,1
AA-AA-000-0000,kri0004,2017-06-01,173,3,1
AA-AA-000-0000,kri0004,2017-09-01,174,3,1
AA-AA-000-0000,kri0004,2017-12-01,176,5,1
AA-AA-000-0000,kri0004,2018-03-01,176,5,1
AA-AA-000-0000,kri0004,2018-06-01,176,4,1
AA-AA-000-0000,kri0004,2018-09-01,176,4,1
AA-AA-000-0000,kri0004,2018-12-01,176,4,1
AA-AA-000-0000,kri0004,2019-03-01,176,4,1
AA-AA-000-0000,kri0004,2019-06-01,176,4,1
AA-AA-000-0000,kri0004,2019-09-01,176,4,1
AA-AA-000-0000,kri0004,2019-12-01,176,4,1
AA-AA-000-0000,kri0005,2003-12-01,6,,
AA-AA-000-0000,kri0005,2004-03-01,18,1,1
AA-AA-000-0000,kri0005,2004-06-01,30,1,1
AA-AA-000-0000,kri0005,2004-09-01,50,2,2
AA-AA-000-0000,kri0005,2004-12-01,59,3,1
AA-AA-000-0000,kri0005,2005-03-01,64,1,1
AA-AA-000-0000,kri0005,2005-06-01,71,0,1
AA-AA-000-0000,kri0005,2005-09-01,84,1,2
AA-AA-000-0000,kri0005,2005-12-01,91,0,2
AA-AA-000-0000,kri0005,2006-03-01,96,1,1
AA-AA-000-0000,kri0005,2006-06-01,101,2,1
AA-AA-000-0000,kri0005,2006-09-01,110,1,2
AA-AA-000-0000,kri0005,2006-12-01,117,0,2
AA-AA-000-0000,kri0005,2007-03-01,120,0,2
AA-AA-000-0000,kri0005,2007-06-01,122,0,2
AA-AA-000-0000,kri0005,2007-09-01,126,1,2
AA-AA-000-0000,kri0005,2007-12-01,130,2,2
AA-AA-000-0000,kri0005,2008-03-01,130,2,2
AA-AA-000-0000,kri0005,2008-06-01,135,3,3
AA-AA-000-0000,kri0005,2008-09-01,135,4,2
AA-AA-000-0000,kri0005,2008-12-01,137,3,2
AA-AA-000-0000,kri0005,2009-03-01,138,3,2
AA-AA-000-0000,kri0005,2009-06-01,140,3,2
AA-AA-000-0000,kri0005,2009-09-01,145,2,2
AA-AA-000-0000,kri0005,2009-12-01,145,2,2
AA-AA-000-0000,kri0005,2010-03-01,145,2,2
AA-AA-000-0000,kri0005,2010-06-01,147,2,2
AA-AA-000-0000,kri0005,2010-09-01,148,1,2
AA-AA-000-0000,kri0005,2010-12-01,148,3,2
AA-AA-000-0000,kri0005,2011-03-01,151,4,2
AA-AA-000-0000,kri0005,2011-06-01,152,4,2
AA-AA-000-0000,kri0005,2011-09-01,156,5,2
AA-AA-000-0000,kri0005,2011-12-01,159,6,2
AA-AA-000-0000,kri0005,2012-03-01,160,5,3
AA-AA-000-0000,kri0005,2012-06-01,160,6,2
AA-AA-000-0000,kri0005,2012-09-01,162,6,2
AA-AA-000-0000,kri0005,2012-12-01,165,6,2
AA-AA-000-0000,kri0005,2013-03-01,165,6,2
AA-AA-000-0000,kri0005,2013-06-01,166,6,2
AA-AA-000-0000,kri0005,2013-09-01,166,7,2
AA-AA-000-0000,kri0005,2013-12-01,167,7,2
AA-AA-000-0000,kri0005,2014-03-01,168,6,2
AA-AA-000-0000,kri0005,2014-06-01,168,8,2
AA-AA-000-0000,kri0005,2014-09-01,168,7,2
AA-AA-000-0000,kri0005,2014-12-01,169,7,2
AA-AA-000-0000,kri0005,2015-03-01,169,7,2
AA-AA-000-0000,kri0005,2015-06-01,170,7,2
AA-AA-000-0000,kri0005,2015-09-01,171,6,2
AA-AA-000-0000,kri0005,2015-12-01,171,6,2
AA-AA-000-0000,kri0005,2016-03-01,171,6,2
AA-AA-000-0000,kri0005,2016-06-01,171,7,2
AA-AA-000-0000,kri0005,2016-09-01,172,6,2
AA-AA-000-0000,kri0005,2016-12-01,172,6,2
AA-AA-000-0000,kri0005,2017-03-01,172,6,2
AA-AA-000-0000,kri0005,2017-06-01,173,5,2
AA-AA-000-0000,kri0005,2017-09-01,174,4,3
AA-AA-000-0000,kri0005,2017-12-01,176,4,3
AA-AA-000-0000,kri0005,2018-03-01,176,4,3
AA-AA-000-0000,kri0005,2018-06-01,176,4,3
AA-AA-000-0000,kri0005,2018-09-01,176,4,3
AA-AA-000-0000,kri0005,2018-12-01,176,3,4
AA-AA-000-0000,kri0005,2019-03-01,176,3,4
AA-AA-000-0000,kri0005,2019-06-01,176,4,4
AA-AA-000-0000,kri0005,2019-09-01,176,4,4
AA-AA-000-0000,kri0005,2019-12-01,176,4,4
AA-AA-000-0000,kri0006,2003-12-01,6,,
AA-AA-000-0000,kri0006,2004-03-01,18,0,1
AA-AA-000-0000,kri0006,2004-06-01,30,0,1
AA-AA-000-0000,kri0006,2004-09-01,50,0,2
AA-AA-000-0000,kri0006,2004-12-01,59,1,2
AA-AA-000-0000,kri0006,2005-03-01,64,0,3
AA-AA-000-0000,kri0006,2005-06-01,71,1,2
AA-AA-000-0000,kri0006,2005-09-01,84,0,3
AA-AA-000-0000,kri0006,2005-12-01,91,0,4
AA-AA-000-0000,kri0006,2006-03-01,96,1,5
AA-AA-000-0000,kri0006,2006-06-01,101,2,5
AA-AA-000-0000,kri0006,2006-09-01,110,4,5
AA-AA-000-0000,kri0006,2006-12-01,117,6,4
AA-AA-000-0000,kri0006,2007-03-01,120,6,4
AA-AA-000-0000,kri0006,2007-06-01,122,5,4
AA-AA-000-0000,kri0006,2007-09-01,126,6,4
AA-AA-000-0000,kri0006,2007-12-01,130,7,4
AA-AA-000-0000,kri0006,2008-03-01,130,6,4
AA-AA-000-0000,kri0006,2008-06-01,135,6,4
AA-AA-000-0000,kri0006,2008-09-01,135,5,4
AA-AA-000-0000,kri0006,2008-12-01,137,4,3
AA-AA-000-0000,kri0006,2009-03-01,138,3,4
AA-AA-000-0000,kri0006,2009-06-01,140,3,4
AA-AA-000-0000,kri0006,2009-09-01,145,4,3
AA-AA-000-0000,kri0006,2009-12-01,145,4,3
AA-AA-000-0000,kri0006,2010-03-01,145,5,2
AA-AA-000-0000,kri0006,2010-06-01,147,6,3
AA-AA-000-0000,kri0006,2010-09-01,148,2,3
AA-AA-000-0000,kri0006,2010-12-01,148,2,3
AA-AA-000-0000,kri0006,2011-03-01,151,2,3
AA-AA-000-0000,kri0006,2011-06-01,152,8,3
AA-AA-000-0000,kri0006,2011-09-01,156,4,1
AA-AA-000-0000,kri0006,2011-12-01,159,5,1
AA-AA-000-0000,kri0006,2012-03-01,160,14,0
AA-AA-000-0000,kri0006,2012-06-01,160,7,1
AA-AA-000-0000,kri0006,2012-09-01,162,7,1
AA-AA-000-0000,kri0006,2012-12-01,165,7,1
AA-AA-000-0000,kri0006,2013-03-01,165,14,1
AA-AA-000-0000,kri0006,2013-06-01,166,14,1
AA-AA-000-0000,kri0006,2013-09-01,166,16,1
AA-AA-000-0000,kri0006,2013-12-01,167,15,1
AA-AA-000-0000,kri0006,2014-03-01,168,14,1
AA-AA-000-0000,kri0006,2014-06-01,168,14,1
AA-AA-000-0000,kri0006,2014-09-01,168,15,1
AA-AA-000-0000,kri0006,2014-12-01,169,15,1
AA-AA-000-0000,kri0006,2015-03-01,169,15,1
AA-AA-000-0000,kri0006,2015-06-01,170,15,1
AA-AA-000-0000,kri0006,2015-09-01,171,16,1
AA-AA-000-0000,kri0006,2015-12-01,171,16,1
AA-AA-000-0000,kri0006,2016-03-01,171,15,1
AA-AA-000-0000,kri0006,2016-06-01,171,13,1
AA-AA-000-0000,kri0006,2016-09-01,172,13,1
AA-AA-000-0000,kri0006,2016-12-01,172,15,1
AA-AA-000-0000,kri0006,2017-03-01,172,15,1
AA-AA-000-0000,kri0006,2017-06-01,173,15,1
AA-AA-000-0000,kri0006,2017-09-01,174,12,1
AA-AA-000-0000,kri0006,2017-12-01,176,12,1
AA-AA-000-0000,kri0006,2018-03-01,176,12,1
AA-AA-000-0000,kri0006,2018-06-01,176,12,1
AA-AA-000-0000,kri0006,2018-09-01,176,12,1
AA-AA-000-0000,kri0006,2018-12-01,176,14,1
AA-AA-000-0000,kri0006,2019-03-01,176,15,1
AA-AA-000-0000,kri0006,2019-06-01,176,15,1
AA-AA-000-0000,kri0006,2019-09-01,176,15,1
AA-AA-000-0000,kri0006,2019-12-01,176,15,1
AA-AA-000-0000,kri0007,2003-12-01,6,,
AA-AA-000-0000,kri0007,2004-03-01,18,,
AA-AA-000-0000,kri0007,2004-06-01,30,,
AA-AA-000-0000,kri0007,2004-09-01,50,0,1
AA-AA-000-0000,kri0007,2004-12-01,59,0,2
AA-AA-000-0000,kri0007,2005-03-01,64,0,2
AA-AA-000-0000,kri0007,2005-06-01,71,0,3
AA-AA-000-0000,kri0007,2005-09-01,84,0,3
AA-AA-000-0000,kri0007,2005-12-01,91,1,4
AA-AA-000-0000,kri0007,2006-03-01,96,2,5
AA-AA-000-0000,kri0007,2006-06-01,101,1,6
AA-AA-000-0000,kri0007,2006-09-01,110,4,6
AA-AA-000-0000,kri0007,2006-12-01,117,1,5
AA-AA-000-0000,kri0007,2007-03-01,120,0,4
AA-AA-000-0000,kri0007,2007-06-01,122,1,4
AA-AA-000-0000,kri0007,2007-09-01,126,1,4
AA-AA-000-0000,kri0007,2007-12-01,130,0,5
AA-AA-000-0000,kri0007,2008-03-01,130,4,1
AA-AA-000-0000,kri0007,2008-06-01,135,4,1
AA-AA-000-0000,kri0007,2008-09-01,135,0,5
AA-AA-000-0000,kri0007,2008-12-01,137,1,4
AA-AA-000-0000,kri0007,2009-03-01,138,1,4
AA-AA-000-0000,kri0007,2009-06-01,140,1,4
AA-AA-000-0000,kri0007,2009-09-01,145,1,4
AA-AA-000-0000,kri0007,2009-12-01,145,1,4
AA-AA-000-0000,kri0007,2010-03-01,145,1,4
AA-AA-000-0000,kri0007,2010-06-01,147,4,1
AA-AA-000-0000,kri0007,2010-09-01,148,4,1
AA-AA-000-0000,kri0007,2010-12-01,148,5,0
AA-AA-000-0000,kri0007,2011-03-01,151,5,0
AA-AA-000-0000,kri0007,2011-06-01,152,5,0
AA-AA-000-0000,kri0007,2011-09-01,156,5,0
AA-AA-000-0000,kri0007,2011-12-01,159,7,0
AA-AA-000-0000,kri0007,2012-03-01,160,7,1
AA-AA-000-0000,kri0007,2012-06-01,160,7,1
AA-AA-000-0000,kri0007,2012-09-01,162,6,1
AA-AA-000-0000,kri0007,2012-12-01,165,7,1
AA-AA-000-0000,kri0007,2013-03-01,165,8,1
AA-AA-000-0000,kri0007,2013-06-01,166,8,1
AA-AA-000-0000,kri0007,2013-09-01,166,7,1
AA-AA-000-0000,kri0007,2013-12-01,167,7,1
AA-AA-000-0000,kri0007,2014-03-01,168,7,1
AA-AA-000-0000,kri0007,2014-06-01,168,7,1
AA-AA-000-0000,kri0007,2014-09-01,168,8,0
AA-AA-000-0000,kri0007,2014-12-01,169,10,0
AA-AA-000-0000,kri0007,2015-03-01,169,8,1
AA-AA-000-0000,kri0007,2015-06-01,170,9,1
AA-AA-000-0000,kri0007,2015-09-01,171,10,0
AA-AA-000-0000,kri0007,2015-12-01,171,9,1
AA-AA-000-0000,kri0007,2016-03-01,171,9,1
AA-AA-000-0000,kri0007,2016-06-01,171,9,1
AA-AA-000-0000,kri0007,2016-09-01,172,7,2
AA-AA-000-0000,kri0007,2016-12-01,172,10,1
AA-AA-000-0000,kri0007,2017-03-01,172,10,1
AA-AA-000-0000,kri0007,2017-06-01,173,10,1
AA-AA-000-0000,kri0007,2017-09-01,174,10,1
AA-AA-000-0000,kri0007,2017-12-01,176,10,1
AA-AA-000-0000,kri0007,2018-03-01,176,10,1
AA-AA-000-0000,kri0007,2018-06-01,176,10,1
AA-AA-000-0000,kri0007,2018-09-01,176,10,1
AA-AA-000-0000,kri0007,2018-12-01,176,10,1
AA-AA-000-0000,kri0007,2019-03-01,176,10,1
AA-AA-000-0000,kri0007,2019-06-01,176,10,1
AA-AA-000-0000,kri0007,2019-09-01,176,10,1
AA-AA-000-0000,kri0007,2019-12-01,176,11,0
